language_name,Polski
Owsauri_Daycare_DaycareMan_Question_TakeBack,Which Pokémon do you want to~take back?
Owsauri_Daycare_DaycareMan_TakeBack_Pokemon0_NoLevelUp,If you want your~<daycare.pokemonname(0,0)> back,~you owe me $<math.int(<daycare.grownlevels(0,0)>*100+100)>.*Would you like it back?
Owsauri_Daycare_DaycareMan_TakeBack_Pokemon0_HigherLevel,By level, your~<daycare.pokemonname(0,0)> has~grown about <daycare.grownlevels(0,0)>.*If you want your~<daycare.pokemonname(0,0)> back,~you owe me $<math.int(<daycare.grownlevels(0,0)>*100+100)>.~Would you like it back?
Owsauri_Daycare_DaycareMan_TakeBack_Pokemon0_GotBack,Thank you! Here's your~Pokémon!*<Player.Name> got~<daycare.pokemonname(0,0)> back!
Owsauri_Daycare_DaycareMan_TakeBack_Pokemon0_NotEnoughMoney,You don't have enough~money to get~<daycare.pokemonname(0,0)> back.
Owsauri_Daycare_DaycareMan_TakeBack_Pokemon1_NoLevelUp,If you want your~<daycare.pokemonname(0,1)> back,~you owe me $<math.int(<daycare.grownlevels(0,1)>*100+100)>.*Would you like it back?
Owsauri_Daycare_DaycareMan_TakeBack_Pokemon1_HigherLevel,By level, your~<daycare.pokemonname(0,1)> has~grown about <daycare.grownlevels(0,1)>.*If you want your~<daycare.pokemonname(0,1)> back,~you owe me $<math.int(<daycare.grownlevels(0,1)>*100+100)>.~Would you like it back?
Owsauri_Daycare_DaycareMan_TakeBack_Pokemon1_GotBack,Thank you! Here's your~Pokémon!*<Player.Name> got~<daycare.pokemonname(0,1)> back!
Owsauri_Daycare_DaycareMan_TakeBack_Pokemon1_NotEnoughMoney,You don't have enough~money to get~<daycare.pokemonname(0,1)> back.
Owsauri_Daycare_DaycareMan_TakeBack_OtherOneToo,Would you like to have~the other one back, too?
Owsauri_Daycare_DaycareMan_TakeBack_NoRoom,You have no room for this~Pokémon!
Owsauri_Daycare_DaycareMan_LeavePokemon_NoPokemon,Looks like you don't have~any Pokémon...
Owsauri_Daycare_DaycareMan_LeavePokemon_NotEnoughPokemon,Looks like you don't have~enough Pokémon...
Owsauri_Daycare_DaycareMan_LeavePokemon_RaiseAnother,You want me to raise another?*Alright, which Pokémon~should I raise?
Owsauri_Daycare_DaycareMan_LeavePokemon_WhichPokemon,Which Pokémon should I raise?
Owsauri_Daycare_DaycareMan_LeavePokemon_SelectedPokemon,Fine. I'll look after~<daycare.pokemonname(0,<daycare.countpokemon(0)>-1)> for a while.
Owsauri_Daycare_DaycareMan_LeavePokemon_ComeBackLater,Come see me in a while.
Owsauri_Daycare_DaycareMan_TakeEgg_WantEgg,Ah, it's you!*I was raising your~Pokémon, and I was surprised!*Your Pokémon was holding~an Egg!*I don't know how it got there,~but your Pokémon had it.*You do want it, don't you?
Owsauri_Daycare_DaycareMan_TakeEgg_ReceivedEgg,<Player.Name> received~the Egg from the Day-Care Man.
Owsauri_Daycare_DaycareMan_TakeEgg_TakeCare,Take good care of it!
Owsauri_Daycare_DaycareMan_TakeEgg_NoRoom,You have no room for~that right now.*Come back when you've~made room.
Owsauri_Daycare_DaycareMan_TakeEgg_YouSure,I can just take it and~never give it back.*Are you really sure you~don't want the egg?
Owsauri_Daycare_DaycareMan_TakeEgg_DoNotWantEgg,Well then, I'll hang onto it.~Thank you!
Owsauri_Daycare_PlayerPokemon0,<daycare.pokemonname(0,0)> seems pleased~to stay in the Daycare.*It would like to travel~with you again soon though.
Owsauri_Daycare_PlayerPokemon1,<daycare.pokemonname(0,1)> seems pleased~to stay in the Daycare.*It would like to travel~with you again soon though.
Owsauri_Daycare_DaycareMan_NoOrCancel,Alright then, come again.
Owsauri_Daycare_DaycareMan_Answer_LeavePokemon,Leave Pokémon
Owsauri_Daycare_DaycareMan_Answer_TakeBack,Take Back

Owsauri_NameRater_Intro,Hello, Hello!~I am the official Name Rater.*Want me to rate the nicknames~of your Pokémon?
Owsauri_NameRater_RenamePokemon_WhichPokemon,Which Pokémon should I look~at?
Owsauri_NameRater_RenamePokemon_BetterNickname,<storage.get(string,PokeName)>, is it?~That is a decent nickname!*But, would you like me to~give it a nicer name?*How about it?
Owsauri_NameRater_RenamePokemon_WhatName,Fine! What should we name it?
Owsauri_NameRater_RenamePokemon_NewName,OK! This Pokémon has been~renamed <pokemon.nickname(<pokemon.selected>)>!*That's a better name than~before!
Owsauri_NameRater_NoOrCancel,Fine! Come any time you like!

Owsauri_GamblerHouse_Son,I hope the Day Care Man is~taking good care of my~Pokémon.
Owsauri_GamblerHouse_Mother_MoveTutor_Question,My husband is addicted~to the slots, not even my~kisses are enough for him~anymore.*Maybe your Pokémon would~appreciate them more.*Would you like me to teach one~of your Pokémon the move~Draining Kiss for only $2000?
Owsauri_GamblerHouse_Mother_MoveTutor_NotEnoughMoney,Hmmm...*You don't have enough money!
Owsauri_GamblerHouse_Mother_MoveTutor_WhichPokémon,Which Pokémon should I tutor?
Owsauri_GamblerHouse_Mother_MoveTutor_DrainingKiss_AlreadyKnows,<pokemon.nickname(<pokemon.selected>)> already~knows Draining Kiss.
Owsauri_GamblerHouse_Mother_MoveTutor_DrainingKiss_CannotLearn,<pokemon.nickname(<pokemon.selected>)> cannot learn~Draining Kiss!
Owsauri_GamblerHouse_Mother_MoveTutor_Outro,Be sure to come back if any of~your Pokémon wants to learn~the move!

Owsauri_GamblerHouse_Father,Yawn. My wife told me to take a break.

Owsauri_Casino_1F_Fisherman_1,Gambling is healthy!
Owsauri_Casino_1F_Fisherman_2,<Player.Name> received 10 coins!
Owsauri_Casino_1F_Fisherman_3,Wins and losses balance.
Owsauri_Casino_1F_PokeFanMale_Green,These slots never let~me win...*I don't know how I'll~earn it back.
Owsauri_Casino_1F_PokeFanFemale_Red,I make a living with this!
Owsauri_Casino_1F_PokeManiac,Hey!*Leave me alone, I'm on a roll!
Owsauri_Casino_1F_AdultWoman_Green,I love this!*More money!
Owsauri_Casino_1F_Gentleman_Purple_1,Want to get addicted to~gambling? Let me help you!
Owsauri_Casino_1F_Gentleman_Purple_2,<Player.Name> received 20 coins!
Owsauri_Casino_1F_Gentleman_Purple_3,You can start with the~Voltorb Flip game over there!
Owsauri_Casino_1F_Gambler_Blue,I might as well live here.
Owsauri_Casino_1F_GamblingClerk_1,What's up? Want some coins?
Owsauri_Casino_1F_GamblingClerk_2,<Player.Name> received 20 coins!
Owsauri_Casino_1F_GamblingClerk_3,Darn! I need more coins for~the Pokémon I want!
Owsauri_Casino_1F_ForgotCoinCase,Oops! Forgot the Coin Case!
Owsauri_Casino_1F_SlotMachine,Only adults are allowed to use~the slot machines!
Owsauri_Casino_1F_SlotMachine_Rigged_OutOfOrder,This slot machine is out of~order!
Owsauri_Casino_1F_SlotMachine_Rigged_Side,There's a subtle mark on this~machine... is it a prism?
Owsauri_Casino_1F_SlotMachine_Rigged_Reward1,<Player.Name>: Woah! This Slot~Machine just paid out even~though I didn't do anything!
Owsauri_Casino_1F_SlotMachine_Rigged_Reward2,<Player.Name> found <Storage.Get(int,FreeCoinAmount)> coins!*<Player.Name>: The message~on-screen says to come back~later? Strange...
Owsauri_Casino_1F_SlotMachine_Rigged_ComeBackLater,<Player.Name>: The message~on-screen says to come back~later? Strange...
Owsauri_Casino_1F_VoltorbFlipGame_Question,Hello there, challenger!~Ready to play Voltorb Flip?
Owsauri_Casino_1F_VoltorbFlipGame_Answer_Yes,I'll set up the game for you!
Owsauri_Casino_1F_VoltorbFlipGame_Answer_No,Very well.~Come play again later!
Owsauri_Casino_1F_Clerk_VoltorbFlip_BeforeTalking,Hello there, kid!~You look like quite a challenger!*Why don't you try our new~coin game, Voltorb Flip?*You can get some great prizes~if you collect enough coins!*Just take a seat and I'll set~up the game for you.*Be sure to have your~Coin Case ready!
Owsauri_Casino_1F_Clerk_VoltorbFlip_AfterTalking,Just take a seat and I'll set~up the game for you.*Be sure to have your~Coin Case ready!
Owsauri_Casino_1F_Clerk_CoinBuy_Question,Welcome to Owsauri's Casino!*Are you in need of game coins?*It's only $1000 for 50 coins,~and $10000 for 500 coins!~Would you like some?
Owsauri_Casino_1F_Clerk_CoinBuy_No,No? Please come play~sometime!
Owsauri_Casino_1F_Clerk_CoinBuy_Buy50Coins,Thanks! Here are your~50 coins!
Owsauri_Casino_1F_Clerk_CoinBuy_Buy500Coins,Thanks! Here are your~500 coins!
Owsauri_Casino_1F_Clerk_CoinBuy_NotEnoughMoney,You can't afford the coins!
Owsauri_Casino_1F_Clerk_CoinBuy_NoCoinCase,You don't have a Coin Case!
Owsauri_Casino_1F_Clerk_CoinBuy_Answer_50Coins,50 Coins          $1000
Owsauri_Casino_1F_Clerk_CoinBuy_Answer_500Coins,500 Coins       $10000
Owsauri_Casino_1F_Clerk_CoinBuy_Answer_NoThanks,No Thanks
Owsauri_Casino_1F_Clerk_Directions,Welcome to Owsauri Casino!*You can exchange your coins~for prizes in the basement.*Our slot machines are for~adults only, but feel free to~give our Voltorb Flip coin game~a try!
Owsauri_Casino_B1F_FatGuy_Blue,I really need some Rare Candy~for my Pokémon!
Owsauri_Casino_B1F_Gambler_Purple,I had a major haul today!
Owsauri_Casino_B1F_Shop_Intro,We exchange your coins~for prizes!
Owsauri_Casino_B1F_Shop_NoThanks,No Thanks
Owsauri_Casino_B1F_Shop_NotEnoughCoins,Sorry, you need more coins.
Owsauri_Casino_B1F_Shop_ChoosePokemon,So, you want <pokedex.getname(<storage.get(int,PokeNumber)>)>?
Owsauri_Casino_B1F_Shop_PokemonCatchMethod,Purchased from
Owsauri_Casino_B1F_Shop_PokemonCatchLocation,Owsauri Casino
Owsauri_Casino_B1F_Shop_Left_Chikorita,Chikorita         2500C
Owsauri_Casino_B1F_Shop_Left_Cyndaquil,Cyndaquil         3500C
Owsauri_Casino_B1F_Shop_Left_Totodile,Totodile           3500C
Owsauri_Casino_B1F_Shop_Center_Eevee,Eevee             3500C
Owsauri_Casino_B1F_Shop_Center_Tyrogue,Tyrogue        5000C

Owsauri_Gym_Statues_BeforeDefeat,Owsauri City~Pokémon Gym~Leader: Lily*Winning Trainers:~Mura
Owsauri_Gym_Statues_AfterDefeat,Owsauri City~Pokémon Gym~Leader: Lily*Winning Trainers:~Mura~<Player.Name>
Owsauri_Gym_GymGuy_BeforeBadge,Yo! Champ in making!~Here’s my advice!*The Leader, Lily loves to use~Ice Pokémon.*If you have Fire or Rock~Pokémon, her Pokémon won’t~stand a chance!
Owsauri_Gym_GymGuy_AfterBadge,Lily was defeated?*Hopefully you were 'ice about~it! I am too funny!
Owsauri_Gym_SwimmerMaleEd_IntroMessage,Splash!*Ready for an ice fight?
Owsauri_Gym_SwimmerMaleEd_OutroMessage,That can't be!
Owsauri_Gym_SwimmerMaleEd_DefeatMessage,Lily is always training~her Pokémon!
Owsauri_Gym_JrTrainerFemaleBethy_IntroMessage,Lily shouldn't waste her~time with you!
Owsauri_Gym_JrTrainerFemaleBethy_OutroMessage,You overwhelmed me!
Owsauri_Gym_JrTrainerFemaleBethy_DefeatMessage,You have to face other~trainers to find out how~good you really are.
Owsauri_Gym_LeaderLily_BeforeBattle,Lily: Heya! Who have we got~here?*<Player.Name>: The name's~<Player.Name>, and I'm here for~your Hail Badge!*Lily: You're not going to get~it that easy! You've got Lily~as your host, and my Ice-type~Pokémon will freeze you solid!~Live on the air, skating~through the ice as gracefully~as a winter's day... Let's go!
Owsauri_Gym_LeaderLily_OutroMessage,Lily: Wow! You're too much!
Owsauri_Gym_LeaderLily_AfterBattle1,Lily: All right!*You can have the Hail Badge~that will help you!*The Hail Badge lets you~use Cut any time if you~have the HM!*Also please take this TM, it~will surely prove useful!
Owsauri_Gym_LeaderLily_AfterBattle2,TM 13 teaches Ice Beam!*Use it on an Ice Pokémon!
Owsauri_Gym_LeaderLily_TalkAgain,Lily: Good luck on your quest!
Owsauri_Gym_LeaderLily_Rematch_BeforeBattle_Question,Lily: Well if it isn't~<Player.Name>!*Ready to jam out with the~coolest Gym Leader, I take it?
Owsauri_Gym_LeaderLily_Rematch_BeforeBattle_Answer_No,Lily: Oh? Having a little~performance anxiety, or maybe~cold feet?*<Player.Name>: H-hey, that's not~it at all!*Lily: Well all right, don't~keep me waiting too long.~I can't battle to the beat~without a strong dance~partner!
Owsauri_Gym_LeaderLily_Rematch_BeforeBattle_Answer_Yes,Lily: Alright, let's see if I~can put your Champion hot-~streak on ice!
Owsauri_Gym_LeaderLily_Rematch_OutroMessage,Lily: That's a wrap! Looks~like your moves were too hot~to handle after all!
Owsauri_Gym_LeaderLily_Rematch_AfterBattle,Lily: I've been thinking of~sampling some battle audio~into some tracks for my show.~Do you think that's something~trainers would want to listen~to?*<Player.Name>: Like, the noises~Pokémon make? Sounds kinda~weird... A Radio Channel for Pokémon?*Lily: That's not exactly the~kind of audio I had in mind,~but that could be a pretty~cool idea! Maybe Pokémon would~like to listen to the radio~too.


[Route 66]
Route66_Sign_Beach,Route 66~Merritt Bay
Route66_SwimmerMaleEricsson_IntroMessage,Czas się opalić!
Route66_SwimmerMaleEricsson_OutroMessage,Cały rozgrzany!
Route66_SwimmerMaleEricsson_DefeatMessage,Czy mam raka skóry?*Bądź szczery.
Route66_SwimmerMaleJake_IntroMessage,Ile jest stopni?
Route66_SwimmerMaleJake_OutroMessage,O! To chłodno!
Route66_SwimmerMaleJake_DefeatMessage,A, miałeś na myśli stopnie~Celsjusza!
Route66_SwimmerMaleLucky_IntroMessage,I lost my board!
Route66_SwimmerMaleLucky_OutroMessage,Ooh! Traumatic!
Route66_SwimmerMaleLucky_DefeatMessage,The wave can come in any~second!
Route66_SwimmerMaleEmile_IntroMessage,I can hold my breath!
Route66_SwimmerMaleEmile_OutroMessage,Glub!
Route66_SwimmerMaleEmile_DefeatMessage,Call a doctor...
Route66_SwimmerMaleLogan_IntroMessage,Why aren't you swimming?
Route66_SwimmerMaleLogan_OutroMessage,Belly flop!
Route66_SwimmerMaleLogan_DefeatMessage,I can beat Pokémon at~swimming!
Route66_SwimmerMaleIvan_IntroMessage,I tried diving for Pokémon,~but it was a no go!
Route66_SwimmerMaleIvan_OutroMessage,Help!
Route66_SwimmerMaleIvan_DefeatMessage,You have to fish for sea~Pokémon!

[Route 63]
Route63_Sign,Droga 63~Stary Strumyk*Hayward - Jedwabny Tunel
Route63_JrTrainerFemaleAnnette_IntroMessage,Idziesz do Jedwabnego Tunelu,~nie?
Route63_JrTrainerFemaleAnnette_OutroMessage,Ty mały bachorze!
Route63_JrTrainerFemaleAnnette_DefeatMessage,Ta jaskinia jest mi zbyt~straszna i ciemna!
Route63_HikerArchibald_IntroMessage,Bwahaha! Great!~I was bored, eh!
Route63_HikerArchibald_OutroMessage,Keep it coming, eh!*Oh wait. I'm out of Pokémon!
Route63_HikerArchibald_DefeatMessage,You sure had guts standing~up to me there, eh?
Route63_JrTrainerMaleBlake_IntroMessage,Hey you!*Yeah you!*Battle now!
Route63_JrTrainerMaleBlake_OutroMessage,Out like a light!
Route63_JrTrainerMaleBlake_DefeatMessage,What is it?
Route63_BugCatcherLeo_IntroMessage,Insects for the win!
Route63_BugCatcherLeo_OutroMessage,Beyond lame.
Route63_BugCatcherLeo_DefeatMessage,I'll never give up on~my bugs!
Route63_JrTrainerMaleMichael_IntroMessage,The tunnel ahead leads~to Moraga Town.
Route63_JrTrainerMaleMichael_OutroMessage,Can't measure up!
Route63_JrTrainerMaleMichael_DefeatMessage,Are you going to Moraga too?
Route63_JrTrainerFemaleSamantha_IntroMessage,What is it, creep?
Route63_JrTrainerFemaleSamantha_OutroMessage,Nasty!
Route63_JrTrainerFemaleSamantha_DefeatMessage,Maybe one day, but don't~count on it.
Route63_BugCatcherChristian_IntroMessage,Bug Pokémon never lose!
Route63_BugCatcherChristian_OutroMessage,My bugs...
Route63_BugCatcherChristian_DefeatMessage,Bugs are so underrated~these days.

[Silk Tunnel]
SilkTunnel_B3F_HikerGwendolin_IntroMessage,Such a big tunnel...
SilkTunnel_B3F_HikerGwendolin_OutroMessage,Lost? No!
SilkTunnel_B3F_HikerGwendolin_DefeatMessage,Which way is it to Hayward City?
SilkTunnel_B3F_HikerReginald_IntroMessage,Hikers such as myself~love to explore!
SilkTunnel_B3F_HikerReginald_OutroMessage,I give up!
SilkTunnel_B3F_HikerReginald_DefeatMessage,This is a very long tunnel.
SilkTunnel_B3F_PokeManiacJames_IntroMessage,It's cold in here!
SilkTunnel_B3F_PokeManiacJames_OutroMessage,Whew! I'm exhausted!
SilkTunnel_B3F_PokeManiacJames_DefeatMessage,That battle warmed me up!
SilkTunnel_B3F_JrTrainerFemaleLeslie_IntroMessage,Ugh, this cave is so dirty!
SilkTunnel_B3F_JrTrainerFemaleLeslie_OutroMessage,Blegh.
SilkTunnel_B3F_JrTrainerFemaleLeslie_DefeatMessage,I don't know why hikers~like this tunnel!
SilkTunnel_B3F_JrTrainerFemaleTiffany_IntroMessage,I can't believe I got~lost again!
SilkTunnel_B3F_JrTrainerFemaleTiffany_OutroMessage,Ohhh! I did my best!
SilkTunnel_B3F_JrTrainerFemaleTiffany_DefeatMessage,I want to go home!
SilkTunnel_B3F_HikerAlexander_IntroMessage,Us hikers always meet here!
SilkTunnel_B3F_HikerAlexander_OutroMessage,Oops! Out-muscled!
SilkTunnel_B3F_HikerAlexander_DefeatMessage,Too bad I lost, oh well.
SilkTunnel_B3F_PokeManiacFrederic_IntroMessage,Cosplaying will make me~so cool!
SilkTunnel_B3F_PokeManiacFrederic_OutroMessage,Well, that's that.
SilkTunnel_B3F_PokeManiacFrederic_DefeatMessage,Cosplaying will get me~all the girls.

[Moraga Town]
Moraga_Main_Sign_Town,Moraga Town*Not really a town at all.
Moraga_Main_Sign_Pickpocketers,Uwaga na wściekłych~kieszonkowców!
Moraga_Main_Sign_Gym,Moraga Town~Pokémon Gym~Leader: Lois*The Princess of Plant Pokémon!
Moraga_Main_Sign_TrainerTips,Trainer Tips*Keep an eye on where~you're going and if needed,~backtrack to cities you've~been to already.
Moraga_Main_Sign_HighSchoolAcademy,High School Academy
Moraga_Main_Sign_PrismMuseum,Prism Museum
Moraga_Main_Sign_NationsBurgers,Nation's Burgers
Moraga_Main_ShortcutMan,There's a shortcut to~Eagulou City nearby.
Moraga_Main_AlleyWoman,Being in the alley can~be scary sometimes.
# Moraga_Main_LittleGirl,Help. I don't know where my~mommy is.
Moraga_Main_LittleGirl,Pomocy. Nie wiem, gdzie mamusia.
Moraga_Main_Psyduck_Cry,Psyduck: Psy-yiy?
Moraga_Main_TM31Man_BeforeTalking,You want to talk?*To me?*Thanks, I'm very lonely,~so take this thing I found~earlier...
Moraga_Main_TM31Man_AfterTalking,TM31 teaches Mimic!*It lets your Pokémon copy one~of the opponent's moves!
Moraga_Main_GymLeaderFather,My daughter may appear cute,~but deep inside she is a~warrior!
Moraga_Main_FatGuy,That Gym Leader is hard...*No one can beat her!

# Moraga_PokeCenter_BenchGuy,I wish I had HM02 Surf.
Moraga_PokeCenter_BenchGuy,Chciałbym mieć HM02 Fala.
Moraga_PokeCenter_Gentleman,Silph jest bardzo sławną~firmą. Dlatego przyciągnął~Zespół R!
Moraga_PokeCenter_OldWoman,Pokémon growth rates differ~from species to species.

Moraga_PokeMart_LeafStoneGuy,Why is that Leaf Stone so~expensive?
Moraga_PokeMart_EscapeRopeGirl,Escape Ropes let you escape~from caves.

Moraga_FlyHouse_Fearow_Cry,Fearow: Kyueen!
# Moraga_FlyHouse_FlyGirl_BeforeTalking,How do you people keep~finding me?*OK, take this HM just like~the others and scram!
Moraga_FlyHouse_FlyGirl_BeforeTalking,Nigdy nie mogę się ukryć!*OK, weź tę MU jak inni i wynocha!
Moraga_FlyHouse_FlyGirl_AfterTalking,HM02 is Fly. It will take~you back to any town.*Put it to good use!

Moraga_SandshrewKidHouse_Father,My son just can't stop~paying attention to his~new pet!*At least it's better than~video games and TV...
Moraga_SandshrewKidHouse_Kid,Fun fun!
Moraga_SandshrewKidHouse_Sandshrew_Cry,Sandshrew: Grr!

Moraga_NationsBurgers_Chef,Witamy w Nation's Burgers!
Moraga_NationsBurgers_Waitress,Mamy najlepsze hamburgery~w mieście!*Ale teraz mamy przerwę.
Moraga_NationsBurgers_FatGuy,Munch...*Ouch, heartburn!
Moraga_NationsBurgers_Hiker,A similar restaurant in~Kanto serves way better!
Moraga_NationsBurgers_CoinCaseGuy_BeforeTalking,Hey kid, want to win cool~prizes?*I just came from the Game~Corner in Owsauri City!*I'm stinkin' rich, so I just~buy coins. Here!
Moraga_NationsBurgers_CoinCaseGuy_AfterTalking,Ha ha!*Have fun at the Casino, kid!
Moraga_NationsBurgers_Drunkard_FirstTalk1,Hey kid... •hic•...~have you ever tried this •hic•?*<Player.Name>: Erm... No?*Drunkard: Don't...•hic• worry,~as you can... •hic• see,~it's harmless!
Moraga_NationsBurgers_Drunkard_FirstTalk2,<Player.Name>: If you say so...
Moraga_NationsBurgers_Drunkard_SecondTalk_HaveMoneyOrBeer,It tastes...•hic• great, right?*If you want...•hic• more,~there's a vending...•hic•~machine at Southland Mall's...~•hic• roof, no vigilance!
Moraga_NationsBurgers_Drunkard_SecondTalk_NoMoneyOrBeer,What, you want... •hic• another~one?*You are out of... •hic• cash?~Okay, but only... •hic• this once...~Don't tell... •hic• anyone!

Moraga_HighSchoolAcademy_Blackboard_Intro,The blackboard describes~Pokémon Status changes~during battles.
Moraga_HighSchoolAcademy_Blackboard_Question,Which heading do you want~to read?
Moraga_HighSchoolAcademy_Blackboard_Sleep,A Pokémon can't attack if~it's asleep!*Pokémon will stay asleep even~after battles!*Use Awakening to wake them~up!
Moraga_HighSchoolAcademy_Blackboard_Burn,A burn reduces power.~It also causes ongoing damage.*Burns remain after battles.*Use Burn Heal to cure a~burn!
Moraga_HighSchoolAcademy_Blackboard_Poison,When poisoned, a Pokémon's~health steadily drops.*Poison lingers after battles.*Use an Antidote to cure~poison!
Moraga_HighSchoolAcademy_Blackboard_Freeze,If frozen, a Pokémon becomes~totally immobile!*It stays frozen even~after the battle ends.*Use Ice Heal to thaw~out Pokémon!
Moraga_HighSchoolAcademy_Blackboard_Paralysis,Paralysis could make~Pokémon moves misfire and~reduces speed!*Paralysis remains after battles.*Use Paralyze Heal for~treatment!
Moraga_HighSchoolAcademy_Teacher,Detention!*For... uh...*Breathing!
Moraga_HighSchoolAcademy_Student,I am a material girl!*Yeah!
Moraga_HighSchoolAcademy_Notebook_Page1,Looked at the notebook!*First page...*Poké Balls are used to~catch Pokémon. Up to 6~Pokémon can be carried.~People who raise and make~Pokémon fight are called~Pokémon Trainers.*Turn the page?
Moraga_HighSchoolAcademy_Notebook_Page2,Second page...*A healthy Pokémon may be hard~to catch, so weaken it first!*Poison, burns, and other~damage are effective!*Turn the page?
Moraga_HighSchoolAcademy_Notebook_Page3,Third page...*Pokémon Trainers seek others~to engage in Pokémon fights.~Battles are constantly fought~at Pokémon Gyms.*Turn the page?
Moraga_HighSchoolAcademy_Notebook_Page4,Fourth page...*There are more than 200~Pokémon available in Rijon!*Most can also be found in~Kanto or Johto, but there are~more species, some from Naljo!
Moraga_HighSchoolAcademy_Notebook_End,Guy: I plagiarized. So what?!

Moraga_PrismMuseum_Owner_PrismKeyHint,This is the Prism Museum.*Bring me a Prism item and~maybe I'll let you inside.*I'll give you a clue: not all~things are reflected in the~mirror.
Moraga_PrismMuseum_Owner_HavePrismKey,That is the Prism Key!*You are worthy, you may pass.*Legend says there are six~hidden eggs in Rijon.*It is my dream to collect 'em~all. Bring them to me and I'll give you splendid rewards!
Morage_PrismMuseum_GoldEgg_Hint,We have escaped the dungeon!
Morage_PrismMuseum_GoldEgg_Found,The Gold Egg!
Morage_PrismMuseum_SilverEgg_Hint,What is this sticky film on~the mountain?
Morage_PrismMuseum_SilverEgg_Found,The Silver Egg!
Morage_PrismMuseum_CrystalEgg_Hint,There are no Spinarak in this~cave!
Morage_PrismMuseum_CrystalEgg_Found,The Crystal Egg!
Morage_PrismMuseum_RubyEgg_Hint,I hope my game doesn't get~deleted.
Morage_PrismMuseum_RubyEgg_Found,The Ruby Egg!
Morage_PrismMuseum_SapphireEgg_Hint,A small token on the road to~victory.
Morage_PrismMuseum_SapphireEgg_Found,The Sapphire Egg!
Morage_PrismMuseum_SapphireEgg_ReceivedMasterBall,It's a Master Ball!
Morage_PrismMuseum_EmeraldEgg_Hint,Pack your bug spray.
Morage_PrismMuseum_EmeraldEgg_Found,The Emerald Egg!
Morage_PrismMuseum_EmeraldEgg_Received50GoldLeaves,50 Gold Leaves!
Morage_PrismMuseum_Egg_Reward,Amazing! Here is your reward!
Morage_PrismMuseum_CatchMethod,Received as a reward
Morage_PrismMuseum_CatchLocation,at the Prism Museum

Moraga_Gym_Statues_BeforeDefeat,Moraga City~Pokémon Gym~Leader: Lois*Winning Trainers:~Mura
Moraga_Gym_Statues_AfterDefeat,Moraga City~Pokémon Gym~Leader: Lois*Winning Trainers:~Mura~<Player.Name>
Moraga_Gym_GymGuy_BeforeBadge,Gym Guy: Hiya, Champion in~the making!*Lois uses Grass Pokémon,~which are weak against Fire~and Flying Pokémon!~Good luck!
Moraga_Gym_GymGuy_AfterBadge,Gym Guy: What a fantastic~battle!
Moraga_Gym_LassKatrin_IntroMessage,A kid?!*Get out of here!
Moraga_Gym_LassKatrin_OutroMessage,You're too rough!
Moraga_Gym_LassKatrin_DefeatMessage,Bleaah!
Moraga_Gym_BeautyRonda_IntroMessage,I was getting bored.
Moraga_Gym_BeautyRonda_OutroMessage,My makeup!
Moraga_Gym_BeautyRonda_DefeatMessage,Grass-type Pokémon are tough~against the Water-type!*They also have an edge~on Rock and Ground Pokémon!
Moraga_Gym_JrTrainerFemaleJacqueline_IntroMessage,I hate boys!
Moraga_Gym_JrTrainerFemaleJacqueline_OutroMessage,I'm in shock!
Moraga_Gym_JrTrainerFemaleJacqueline_DefeatMessage,We don't need men,~except to fight against!
Moraga_Gym_CoolTrainerFemaleHeather_IntroMessage,Don't underestimate the power~of grass!
Moraga_Gym_CoolTrainerFemaleHeather_OutroMessage,Oh! Beaten!
Moraga_Gym_CoolTrainerFemaleHeather_DefeatMessage,Lois has a twin in Kanto that~uses grass too.
Moraga_Gym_LeaderLois_BeforeBattle,Lois: Ah, my lovely flowers...~They sure are nice, aren't~they?*<Player.Name>: Pardon me, but I'm~here for your Sprout Badge!*Lois: Oh the Sprout Badge? I'm~just like my sister in Kanto,~aren't I... Nonetheless, if~it's a battle you want, it's~a battle you'll get!*As a Kimono Girl, as well as~the Moraga Town Gym Leader,~I also have plenty of battling~experience, so don't say I~didn't warn you.*Leafeon, let's go!
Moraga_Gym_LeaderLois_OutroMessage,Lois: Well that's it, you~showed me how good you are!*You earned the Sprout Badge!
Moraga_Gym_LeaderLois_AfterBattle1,Lois: The Sprout Badge will~make Pokémon able to use~Strength in and out of battle.*Also, take this.
Moraga_Gym_LeaderLois_AfterBattle2,TM21 contains Giga Drain.*Half the damage it inflicts is~drained to heal your Pokémon!
Moraga_Gym_LeaderLois_TalkAgain,Lois: Good luck collecting all~of the Rijon League Badges.
Moraga_Gym_LeaderLois_Rematch_BeforeBattle_Question,Lois: Zzz...*<Player.Name>: She isn't dozing~off still, is she?*Lois: Yaaaawn...*<Player.Name>: ...*Lois: I apologize, that was~rather unladylike. I just~find myself so sleepy...~Perhaps I need a break.~Sleeping in the garden is more~appealing than dancing these~days... But I suppose you'll~be challenging me one again?
Moraga_Gym_LeaderLois_Rematch_BeforeBattle_Answer_No,Lois: Oh, what a shame. Do~come back when you have the~time. I'll likely be here...~a while...~YAAAAWN...~longer...*Zzz...
Moraga_Gym_LeaderLois_Rematch_BeforeBattle_Answer_Yes,Lois: Oh, delightful. Don't~hold back on my account,~Champion.
Moraga_Gym_LeaderLois_Rematch_OutroMessage,Lois: Oh, you're all too much!
