language_name,Deutsch
Hayward_FossilLab_FossilPokemon_CatchMethod,Revived by a scientist in the
Hayward_FossilLab_FossilPokemon_CatchLocation,Hayward Fossil Lab

Hayward_StrengthHouse_Amulets,A collection of amulets.
Hayward_StrengthHouse_StrengthMan_Question,Hey, have you seen my~special amulet?*It's really important to me~but I lost it!
Hayward_StrengthHouse_StrengthMan_Answer_Yes,You did?!*Well, go get it and bring it~to me for a big reward!
Hayward_StrengthHouse_StrengthMan_Answer_No,Darn, well try to look for it.*Last time I remember having~it on me was back at my~temporary Warehouse job!
Hayward_StrengthHouse_StrengthMan_GiveAmulet1,<Player.Name> gave the Red Amulet~to the man!*The man put it in his display~case.
Hayward_StrengthHouse_StrengthMan_GiveAmulet2,Thank you so much kid!*<Player.Name>: Erm, no problem,~now what's that reward?*Man: Oh yeah, it's an HM that~can push boulders around!
Hayward_StrengthHouse_StrengthMan_AfterGivenAmulet,The HM 04 teaches Strength!*It lets Pokémon move boulders~when you're outside of battle.

Hayward_TownMapHouse_TownMap,It's a map of Rijon.
Hayward_TownMapHouse_TownMapGirl_BeforeGive,I'm handing out free Rijon~maps today. Go ahead and~take one!
Hayward_TownMapHouse_TownMapGirl_AfterGive,Use the map if you get lost!

Hayward_SouthlandMall_ElevatorButtons,Which floor do you want?
Hayward_SouthlandMall_InfoSign_AllFloors,1F: Service Counter*2F: Trainer's Market*3F: TV Game Shop*4F: Deity TM's*5F: Drug Store*Rooftop Square:~Vending Machines
Hayward_SouthlandMall_InfoSign_Floor1,1F: Service Counter
Hayward_SouthlandMall_InfoSign_Floor2,Top Grade Items for Trainers!~2F: Trainer's Market
Hayward_SouthlandMall_InfoSign_Floor3,3F: TV Game Shop
Hayward_SouthlandMall_InfoSign_Floor4,4F: Deity TM's~Great for any Pokémon Team!
Hayward_SouthlandMall_InfoSign_Floor5,5F: Drug Store
Hayward_SouthlandMall_InfoSign_FloorRooftop,Rooftop Square:~Vending Machines
Hayward_SouthlandMall_Floor1_Receptionist,Hello! Welcome to the~Southland Mall!*The board on the right~describes the store layout.
Hayward_SouthlandMall_Floor2_ParasGirl,My Paras loves Rare Candies!*Yum!
Hayward_SouthlandMall_Floor2_RepelMan,Wild Pokémon annoying you?*Use some Repels, you won't~regret it!
Hayward_SouthlandMall_Floor3_Poster,Pokémon Prism is now on sale!
Hayward_SouthlandMall_Floor3_TM18Clerk_BeforeGive,Oh, hi! I finally finished~Pokémon Achromic!*Haven't finished your quest~yet? This might be useful!
Hayward_SouthlandMall_Floor3_TM18Clerk_AfterGive,TM 18 is Counter!*Not like the one I'm leaning on,~mind you!
Hayward_SouthlandMall_Floor3_TV1,Donkey Kong Country!~Still an amazing soundtrack!
Hayward_SouthlandMall_Floor3_TV2,The Legend of Zelda: Ocarina~of Time! A classic!
Hayward_SouthlandMall_Floor3_TV3,Mario Kart: Double Dash!~Great fun with friends!
Hayward_SouthlandMall_Floor3_TV4,Pokémon Pinball Generations!~Playing Game Boy games on a~big screen is great!
Hayward_SouthlandMall_Floor3_GameCube,It's a Nintendo GameCube!~A Game Boy Player is~attached to it!
Hayward_SouthlandMall_Floor3_SNES,It's a SNES!~Haven't seen one of those in~a while!
Hayward_SouthlandMall_Floor3_Nintendo64,It's a Nintendo 64!~A little old but still very~nice!
Hayward_SouthlandMall_Floor3_GameboyKid_Green,My buddy got a cool Pokémon~in Brown, and is trading it to~my Pokémon Prism!
Hayward_SouthlandMall_Floor3_GameboyKid_Red,I can't wait to fight with~Raikou in my Brown version!*He's trading from Pokémon~Prism.
Hayward_SouthlandMall_Floor3_GameboyKid_Blue,Captured Pokémon are~registered with an ID No. and~OT, the name of the Original~Trainer that caught it!
Hayward_SouthlandMall_Floor3_LittleBoy,Too bad Flash Carts aren't~sold here...
Hayward_SouthlandMall_Floor4_Youngster,In Naljo, there's a man who~teaches how to make rings~out of evolution stones!
Hayward_SouthlandMall_Floor4_PokeDollGuy,No PokéDolls here anymore?*I'm gonna cry!
Hayward_SouthlandMall_Floor5_Gentleman,Pokémon ability enhancers~can only be bought here.*Use Calcium to increase~Special Attack and Zinc to~increase Special Defense.*Use Carbos to increase~Speed.
Hayward_SouthlandMall_Floor5_Sailor,I'm here for Pokémon ability~enhancers.*Protein increases Attack~power.*Iron increases Defense!

Hayward_Bunker_Entrance_Fisherman,You came from the bunker?*That place is pretty much~abandoned.*Even wild Pokémon go inside~from time to time.*My friend is so obsessed with~maintaining it because she's~fearful of those legendary~Guardians... poor thing,~scared of an old tale!*She even wanted to build other~warps around the region, but~this one and the backdoor at~Mt.Boulder are the only ones~she's been able to maintain.

[Route 64]
Route64_Sign_Route,Route 64~Hayward Lowlands*Hayward City -~Naljo Border (Closed)
Route64_Sign_ComingSoon,Coming soon: a high speed link~to the world!*The Magnet Train: on its way~from Naljo to Rijon.*Est. completion: 3 years.~Pardon our dust!*Luster City~Construction Co.*     Magnet Train~We're Getting There
Route64_ConstructionWorker_BorderClosed,The Naljo border is closed~due to construction of the~Magnet Train.*We apologise for the~inconvenience caused.
Route64_LassLaura_IntroMessage,This is a nice resting place.
Route64_LassLaura_OutroMessage,Oh! Now I'm stressed out!
Route64_LassLaura_DefeatMessage,I might set up a picnic here~later...*Nah, I'll just relax...

[Route 51]
Route51_Sign,Route 51~Foothill Pass*Hayward City - Anza'de Maze
Route51_BugCatcherPhillip_IntroMessage,This is the Nugget Crew!~We give out nuggets to~people who can beat us all!*Give it a try!
Route51_BugCatcherPhillip_OutroMessage,Whoo! Good stuff!
Route51_BugCatcherPhillip_DefeatMessage,I did my best, I have~no regrets!
Route51_LassJulie_IntroMessage,I'm second!~Now it's serious!
Route51_LassJulie_OutroMessage,How could I lose?
Route51_LassJulie_DefeatMessage,I did my best, I have~no regrets!
Route51_YoungsterLennard_IntroMessage,Here's No. 3!~I won't be easy!
Route51_YoungsterLennard_OutroMessage,Ow! Stomped flat!
Route51_YoungsterLennard_DefeatMessage,I did my best, I have~no regrets!
Route51_LassMandy_IntroMessage,I'm No. 4!~Getting tired?
Route51_LassMandy_OutroMessage,I lost too!
Route51_LassMandy_DefeatMessage,I did my best, I have~no regrets!
Route51_JrTrainerMaleLars_IntroMessage,Okay! I'm No. 5!~I'll stomp you!
Route51_JrTrainerMaleLars_OutroMessage,Too much!
Route51_JrTrainerMaleLars_DefeatMessage,I did my best, I have~no regrets!
Route51_ExGruntGreg_BeforeBattle_1,Congratulations! You whooped~us harder than Red!*Hey!~Take this, you deserve it!
Route51_ExGruntGreg_BeforeBattle_2,Let's have one more battle~for the heck of it!*Good thing im not in Team~Rocket anymore...*That was a big mistake~for me to make!
Route51_ExGruntGreg_OutroMessage,Yep, you are good!
Route51_ExGruntGreg_DefeatMessage,When you reach the fork on~the road, go right to~get to a city.

[Route 50]
Route50_Sign,Route 50~Anza'de Maze*Owsauri City - Hayward City
Route50_HikerGustav_IntroMessage,I heard this path leads to~Johto.
Route50_HikerGustav_OutroMessage,You worked hard!
Route50_HikerGustav_DefeatMessage,I'm not completely sure~though.
Route50_YoungsterTim_IntroMessage,Local trainers come here to~practice!
Route50_YoungsterTim_OutroMessage,You're decent.
Route50_YoungsterTim_DefeatMessage,All Pokémon have weaknesses.~It's best to raise different~kinds.
Route50_HikerIrwin_IntroMessage,You think you're tough?
Route50_HikerIrwin_OutroMessage,You're something.
Route50_HikerIrwin_DefeatMessage,I guess you know you're~tough!
Route50_YoungsterKevin_IntroMessage,I live in Owsauri City,~and we know lots about Pokémon!
Route50_YoungsterKevin_OutroMessage,I'm not mad!
Route50_YoungsterKevin_DefeatMessage,I guess I need to train a~bit more, eh?
Route50_LassBelle_IntroMessage,I'm always ready to battle!
Route50_LassBelle_OutroMessage,I was in bad condition!
Route50_LassBelle_DefeatMessage,I guess I need more training.
Route50_HikerEdgar_IntroMessage,I'm ready to fight you!
Route50_HikerEdgar_OutroMessage,You got me.
Route50_HikerEdgar_DefeatMessage,Why do I always lose?
Route50_JrTrainerMaleBrandon_IntroMessage,I'm a nice guy!
Route50_JrTrainerMaleBrandon_OutroMessage,Aww, darn...
Route50_JrTrainerMaleBrandon_DefeatMessage,See, I'm still nice after~your win!
Route50_YoungsterFabian_IntroMessage,I knew I had to fight you!
Route50_YoungsterFabian_OutroMessage,I knew I'd lose too!
Route50_YoungsterFabian_DefeatMessage,If your Pokémon gets~confused or falls asleep,~switch it!
Route50_LassViolet_IntroMessage,Everyone loves Route 50!
Route50_LassViolet_OutroMessage,I'm not jealous!
Route50_LassViolet_DefeatMessage,I come here to train~every day!

[Route 49]
Route49_BirdKeeperKyle_IntroMessage,Fearow...*Kill.
Route49_BirdKeeperKyle_OutroMessage,Tch!
Route49_BirdKeeperKyle_DefeatMessage,I'm sane, really!
Route49_BirdKeeperRichard_IntroMessage,Kid, can you spare a Bicycle?
Route49_BirdKeeperRichard_OutroMessage,Darn!
Route49_BirdKeeperRichard_DefeatMessage,I really want to visit Johto!
Route49_BirdKeeperDavid_IntroMessage,I can't stop collecting~flying Pokémon!
Route49_BirdKeeperDavid_OutroMessage,I had to bug you!
Route49_BirdKeeperDavid_DefeatMessage,I also collect sea Pokémon~on weekends!
Route49_Sign_BridgeRoad,Route 49~Bridge Road*Owsauri City -~Johto Border (Rinjoh Veloway)
Route49_Sign_NoPedestriansPermitted,Rinjoh Veloway~No pedestrians permitted!

[Route 49 - Route 50 Gate]
Route49_Route50_Gate_TM39Girl_BeforeGive,I don't need this so you~can take it!
Route49_Route50_Gate_TM39Girl_AfterGive,TM 39 is a move called Swift.*It's very accurate, so use~it during battles you can't~afford to lose.
Route49_Route50_Gate_Guard,There's a lookout spot~up there!
Route49_Route50_Gate_Binoculars_Left,Looked into the binoculars...*A man biking!
Route49_Route50_Gate_Binoculars_Right,Looked into the binoculars...*Azalea Town!

[Route 49 Gate]
Route49_Gate_RhyhornTrade_Question,I'm looking for a Shellder!~Wanna trade one for a~Rhyhorn?
Route49_Gate_RhyhornTrade_Answer_No,Awww! Oh well...
Route49_Gate_RhyhornTrade_AfterTrade,Isn't my old Rhyhorn great?
Route49_Gate_RhyhornTrade_TradeSuccess,Okay, connect the cable~like so!
Route49_Gate_RhyhornTrade_TradeFail,What? That's not Rhyhorn!*If you get one, come back~here!
Route49_Gate_RhyhornTrade_CatchMethod,Received in a trade in the Gate on
Route49_Gate_RhyhornTrade_CatchLocation,Route 49
Route49_Gate_Binoculars_Left,Looked into the binoculars...*There are people swimming!
Route49_Gate_Binoculars_Right,Looked into the binoculars...*There's Hayward City!
Route49_Gate_Guard_NoBike,You need a Bicycle for~Cycling Road!
Route49_Gate_Guard_HaveBike,Rinjoh Veloway is all uphill~from here.

[Owsauri City]
Owsauri_Main_Sign_DayCare,Pokémon Day Care
Owsauri_Main_Sign_City,Owsauri City*The Lively City Of Delights!
Owsauri_Main_Sign_NameRater,Name Rater
Owsauri_Main_Sign_Casino,Owsauri City's Casino
Owsauri_Main_Sign_Gym,Owsauri City~Pokémon Gym~Leader: Lily*The Cold n' Icy DJ!
Owsauri_Main_Youngster,This city is a big fan~of Pokémon.*They can't get enough of~them!
Owsauri_Main_Gambler,Leave your Pokémon with~the Daycare man and he will~take care of them!
Owsauri_Main_Rocker,I wonder how Voltorb is~doing?
Owsauri_Main_FatGuy,This is my special spot.
Owsauri_Main_Omanyte_Cry,Omanyte: Kyeeru!
Owsauri_Main_Lapras_Cry1,<Player.Name>: Lapras is singing!
Owsauri_Main_Lapras_Cry2,Zz...zz...
Owsauri_Main_Lapras_Cry3,...Huh?!~What was I doing again?
Owsauri_Main_Voltorb_Cry,Voltorb: Voltorb! Bzzt!
Owsauri_Main_Cubone_Cry,Cubone: Kyarugoo!
Owsauri_Main_Clefairy_Cry,Clefairy: Clefaiiiry!
Owsauri_Main_Meowth_Cry1,Meowth: Meowth!*<Player.Name>: Uh? Is that for~me?
Owsauri_Main_Meowth_Cry2,<Player.Name> received $1!

Owsauri_PokeCenter_BenchGirl,My daddy is still in the casino.*He told me to wait here...
Owsauri_PokeCenter_BirdKeeper,You can't win with just one~strong Pokémon.*It's tough, but you have~to raise them evenly.
Owsauri_PokeCenter_Lass,North of Jaeru City lies~the Rijon League.

Owsauri_PokeMart_Lass,Did you try X Speed?~It speeds up a Pokémon~in battle!
Owsauri_PokeMart_Hiker,They sell Repels here, which~repel wild Pokémon away~from you!

Owsauri_Daycare_DaycareMan_Intro_NoPokemon,I run a Daycare.*Would you like me to raise one~of your Pokémon?
Owsauri_Daycare_DaycareMan_Intro_1Pokemon_NoLevelUp,Back already?~Your <daycare.pokemonname(0,0)> needs~some more time with me.*Do you want to take your~Pokémon back?
Owsauri_Daycare_DaycareMan_Intro_1Pokemon_HigherLevel,Your <daycare.pokemonname(0,0)> has grown~a lot!*By level, it's grown about <daycare.grownlevels(0,0)>!~Aren't I great?*Do you want to take your~Pokémon back?
Owsauri_Daycare_DaycareMan_Intro_2Pokemon_NoLevelUp,Back already?~Your Pokémon need~some more time with me.*Do you want to take your~Pokémon back?
Owsauri_Daycare_DaycareMan_Intro_2Pokemon_HigherLevel_0Yes1No,Your Pokémon have grown~a lot!*By level, <daycare.pokemonname(0,0)>~has grown about <daycare.grownlevels(0,0)>!*Aren't I great?*<daycare.pokemonname(0,1)> needs~some more time with me.*Do you want to take your~Pokémon back?
Owsauri_Daycare_DaycareMan_Intro_2Pokemon_HigherLevel_0No1Yes,Your Pokémon have grown~a lot!*By level, <daycare.pokemonname(0,1)>~has grown about <daycare.grownlevels(0,1)>!*Aren't I great?*<daycare.pokemonname(0,0)> needs~some more time with me.*Do you want to take your~Pokémon back?
Owsauri_Daycare_DaycareMan_Intro_2Pokemon_HigherLevel_BothYes,Your Pokémon have grown~a lot!*By level, <daycare.pokemonname(0,0)>~has grown about <daycare.grownlevels(0,0)>!*<daycare.pokemonname(0,1)> has grown~about <daycare.grownlevels(0,1)>!~Aren't I great?*Do you want to take your~Pokémon back?
Owsauri_Daycare_DaycareMan_Question_TakeBack,Which Pokémon do you want to~take back?
Owsauri_Daycare_DaycareMan_TakeBack_Pokemon0_NoLevelUp,If you want your~<daycare.pokemonname(0,0)> back,~you owe me $<math.int(<daycare.grownlevels(0,0)>*100+100)>.*Would you like it back?
Owsauri_Daycare_DaycareMan_TakeBack_Pokemon0_HigherLevel,By level, your~<daycare.pokemonname(0,0)> has~grown about <daycare.grownlevels(0,0)>.*If you want your~<daycare.pokemonname(0,0)> back,~you owe me $<math.int(<daycare.grownlevels(0,0)>*100+100)>.~Would you like it back?
Owsauri_Daycare_DaycareMan_TakeBack_Pokemon0_GotBack,Thank you! Here's your~Pokémon!*<Player.Name> got~<daycare.pokemonname(0,0)> back!
Owsauri_Daycare_DaycareMan_TakeBack_Pokemon0_NotEnoughMoney,You don't have enough~money to get~<daycare.pokemonname(0,0)> back.
Owsauri_Daycare_DaycareMan_TakeBack_Pokemon1_NoLevelUp,If you want your~<daycare.pokemonname(0,1)> back,~you owe me $<math.int(<daycare.grownlevels(0,1)>*100+100)>.*Would you like it back?
Owsauri_Daycare_DaycareMan_TakeBack_Pokemon1_HigherLevel,By level, your~<daycare.pokemonname(0,1)> has~grown about <daycare.grownlevels(0,1)>.*If you want your~<daycare.pokemonname(0,1)> back,~you owe me $<math.int(<daycare.grownlevels(0,1)>*100+100)>.~Would you like it back?
Owsauri_Daycare_DaycareMan_TakeBack_Pokemon1_GotBack,Thank you! Here's your~Pokémon!*<Player.Name> got~<daycare.pokemonname(0,1)> back!
Owsauri_Daycare_DaycareMan_TakeBack_Pokemon1_NotEnoughMoney,You don't have enough~money to get~<daycare.pokemonname(0,1)> back.
Owsauri_Daycare_DaycareMan_TakeBack_OtherOneToo,Would you like to have~the other one back, too?
Owsauri_Daycare_DaycareMan_TakeBack_NoRoom,You have no room for this~Pokémon!
Owsauri_Daycare_DaycareMan_LeavePokemon_NoPokemon,Looks like you don't have~any Pokémon...
Owsauri_Daycare_DaycareMan_LeavePokemon_NotEnoughPokemon,Looks like you don't have~enough Pokémon...
Owsauri_Daycare_DaycareMan_LeavePokemon_RaiseAnother,You want me to raise another?*Alright, which Pokémon~should I raise?
Owsauri_Daycare_DaycareMan_LeavePokemon_WhichPokemon,Which Pokémon should I raise?
Owsauri_Daycare_DaycareMan_LeavePokemon_SelectedPokemon,Fine. I'll look after~<daycare.pokemonname(0,<daycare.countpokemon(0)>-1)> for a while.
Owsauri_Daycare_DaycareMan_LeavePokemon_ComeBackLater,Come see me in a while.
Owsauri_Daycare_DaycareMan_TakeEgg_WantEgg,Ah, it's you!*I was raising your~Pokémon, and I was surprised!*Your Pokémon was holding~an Egg!*I don't know how it got there,~but your Pokémon had it.*You do want it, don't you?
Owsauri_Daycare_DaycareMan_TakeEgg_ReceivedEgg,<Player.Name> received~the Egg from the Day-Care Man.
Owsauri_Daycare_DaycareMan_TakeEgg_TakeCare,Take good care of it!
Owsauri_Daycare_DaycareMan_TakeEgg_NoRoom,You have no room for~that right now.*Come back when you've~made room.
Owsauri_Daycare_DaycareMan_TakeEgg_YouSure,I can just take it and~never give it back.*Are you really sure you~don't want the egg?
Owsauri_Daycare_DaycareMan_TakeEgg_DoNotWantEgg,Well then, I'll hang onto it.~Thank you!
Owsauri_Daycare_PlayerPokemon0,<daycare.pokemonname(0,0)> seems pleased~to stay in the Daycare.*It would like to travel~with you again soon though.
Owsauri_Daycare_PlayerPokemon1,<daycare.pokemonname(0,1)> seems pleased~to stay in the Daycare.*It would like to travel~with you again soon though.
Owsauri_Daycare_DaycareMan_NoOrCancel,Alright then, come again.
Owsauri_Daycare_DaycareMan_Answer_LeavePokemon,Leave Pokémon
Owsauri_Daycare_DaycareMan_Answer_TakeBack,Take Back

Owsauri_NameRater_Intro,Hello, Hello!~I am the official Name Rater.*Want me to rate the nicknames~of your Pokémon?
Owsauri_NameRater_RenamePokemon_WhichPokemon,Which Pokémon should I look~at?
Owsauri_NameRater_RenamePokemon_BetterNickname,<storage.get(string,PokeName)>, is it?~That is a decent nickname!*But, would you like me to~give it a nicer name?*How about it?
Owsauri_NameRater_RenamePokemon_WhatName,Fine! What should we name it?
Owsauri_NameRater_RenamePokemon_NewName,OK! This Pokémon has been~renamed <pokemon.nickname(<pokemon.selected>)>!*That's a better name than~before!
Owsauri_NameRater_NoOrCancel,Fine! Come any time you like!

Owsauri_GamblerHouse_Son,I hope the Day Care Man is~taking good care of my~Pokémon.
Owsauri_GamblerHouse_Mother_MoveTutor_Question,My husband is addicted~to the slots, not even my~kisses are enough for him~anymore.*Maybe your Pokémon would~appreciate them more.*Would you like me to teach one~of your Pokémon the move~Draining Kiss for only $2000?
Owsauri_GamblerHouse_Mother_MoveTutor_NotEnoughMoney,Hmmm...*You don't have enough money!
Owsauri_GamblerHouse_Mother_MoveTutor_WhichPokémon,Which Pokémon should I tutor?
Owsauri_GamblerHouse_Mother_MoveTutor_DrainingKiss_AlreadyKnows,<pokemon.nickname(<pokemon.selected>)> already~knows Draining Kiss.
Owsauri_GamblerHouse_Mother_MoveTutor_DrainingKiss_CannotLearn,<pokemon.nickname(<pokemon.selected>)> cannot learn~Draining Kiss!
Owsauri_GamblerHouse_Mother_MoveTutor_Outro,Be sure to come back if any~of your Pokémon wants to~learn the move!

Owsauri_GamblerHouse_Father,Yawn. My wife told me to take~a break.

Owsauri_Casino_1F_Fisherman_1,Gambling is healthy!
Owsauri_Casino_1F_Fisherman_2,<Player.Name> received 10 coins!
Owsauri_Casino_1F_Fisherman_3,Wins and losses balance.
Owsauri_Casino_1F_PokeFanMale_Green,These slots never let~me win...*I don't know how I'll~earn it back.
Owsauri_Casino_1F_PokeFanFemale_Red,I make a living with this!
Owsauri_Casino_1F_PokeManiac,Hey!*Leave me alone, I'm on a roll!
Owsauri_Casino_1F_AdultWoman_Green,I love this!*More money!
Owsauri_Casino_1F_Gentleman_Purple_1,Want to get addicted to~gambling? Let me help you!
Owsauri_Casino_1F_Gentleman_Purple_2,<Player.Name> received 20 coins!
Owsauri_Casino_1F_Gentleman_Purple_3,You can start with the~Voltorb Flip game over there!
Owsauri_Casino_1F_Gambler_Blue,I might as well live here.
Owsauri_Casino_1F_GamblingClerk_1,What's up? Want some coins?
Owsauri_Casino_1F_GamblingClerk_2,<Player.Name> received 20 coins!
Owsauri_Casino_1F_GamblingClerk_3,Darn! I need more coins for~the Pokémon I want!
Owsauri_Casino_1F_ForgotCoinCase,Oops! Forgot the Coin Case!
Owsauri_Casino_1F_SlotMachine,Only adults are allowed to use~the slot machines!
Owsauri_Casino_1F_SlotMachine_Rigged_OutOfOrder,This slot machine is out of~order!
Owsauri_Casino_1F_SlotMachine_Rigged_Side,There's a subtle mark on this~machine... is it a prism?
Owsauri_Casino_1F_SlotMachine_Rigged_Reward1,<Player.Name>: Woah! This Slot~Machine just paid out even~though I didn't do anything!
Owsauri_Casino_1F_SlotMachine_Rigged_Reward2,<Player.Name> found <Storage.Get(int,FreeCoinAmount)> coins!*<Player.Name>: The message~on-screen says to come back~later? Strange...
Owsauri_Casino_1F_SlotMachine_Rigged_ComeBackLater,<Player.Name>: The message~on-screen says to come back~later? Strange...
Owsauri_Casino_1F_VoltorbFlipGame_Question,Hello there, challenger!~Ready to play Voltorb Flip?
Owsauri_Casino_1F_VoltorbFlipGame_Answer_Yes,I'll set up the game for you!
Owsauri_Casino_1F_VoltorbFlipGame_Answer_No,Very well.~Come play again later!
Owsauri_Casino_1F_Clerk_VoltorbFlip_BeforeTalking,Hello there, kid!~You look like quite a challenger!*Why don't you try our new~coin game, Voltorb Flip?*You can get some great prizes~if you collect enough coins!*Just take a seat and I'll set~up the game for you.*Be sure to have your~Coin Case ready!
Owsauri_Casino_1F_Clerk_VoltorbFlip_AfterTalking,Just take a seat and I'll set~up the game for you.*Be sure to have your~Coin Case ready!
Owsauri_Casino_1F_Clerk_CoinBuy_Question,Welcome to Owsauri's Casino!*Are you in need of game coins?*It's only $1000 for 50 coins,~and $10000 for 500 coins!~Would you like some?
Owsauri_Casino_1F_Clerk_CoinBuy_No,No? Please come play~sometime!
Owsauri_Casino_1F_Clerk_CoinBuy_Buy50Coins,Thanks! Here are your~50 coins!
Owsauri_Casino_1F_Clerk_CoinBuy_Buy500Coins,Thanks! Here are your~500 coins!
Owsauri_Casino_1F_Clerk_CoinBuy_NotEnoughMoney,You can't afford the coins!
Owsauri_Casino_1F_Clerk_CoinBuy_NoCoinCase,You don't have a Coin Case!
Owsauri_Casino_1F_Clerk_CoinBuy_Answer_50Coins,50 Coins          $1000
Owsauri_Casino_1F_Clerk_CoinBuy_Answer_500Coins,500 Coins       $10000
Owsauri_Casino_1F_Clerk_CoinBuy_Answer_NoThanks,No Thanks
Owsauri_Casino_1F_Clerk_Directions,Welcome to Owsauri Casino!*You can exchange your coins~for prizes in the basement.*Our slot machines are for~adults only, but feel free to~give our Voltorb Flip coin game~a try!
Owsauri_Casino_B1F_FatGuy_Blue,I really need some Rare Candies~for my Pokémon!
Owsauri_Casino_B1F_Gambler_Purple,I had a major haul today!
Owsauri_Casino_B1F_Shop_Intro,We exchange your coins~for prizes!
Owsauri_Casino_B1F_Shop_NoThanks,No Thanks
Owsauri_Casino_B1F_Shop_NotEnoughCoins,Sorry, you need more coins.
Owsauri_Casino_B1F_Shop_ChoosePokemon,So, you want <pokedex.getname(<storage.get(int,PokeNumber)>)>?
Owsauri_Casino_B1F_Shop_PokemonCatchMethod,Purchased from
Owsauri_Casino_B1F_Shop_PokemonCatchLocation,Owsauri Casino
Owsauri_Casino_B1F_Shop_Left_Chikorita,Chikorita         2500C
Owsauri_Casino_B1F_Shop_Left_Cyndaquil,Cyndaquil         3500C
Owsauri_Casino_B1F_Shop_Left_Totodile,Totodile          3500C
Owsauri_Casino_B1F_Shop_Center_Eevee,Eevee           3500C
Owsauri_Casino_B1F_Shop_Center_Tyrogue,Tyrogue        5000C

Owsauri_Gym_Statues_BeforeDefeat,Owsauri City~Pokémon Gym~Leader: Lily*Winning Trainers:~Mura
Owsauri_Gym_Statues_AfterDefeat,Owsauri City~Pokémon Gym~Leader: Lily*Winning Trainers:~Mura~<Player.Name>
Owsauri_Gym_GymGuy_BeforeBadge,Gym Guy: Yo! Champ in~making! Here’s my advice!*The Leader, Lily loves to use~Ice Pokémon.*If you have Fire or Rock~Pokémon, her Pokémon won’t~stand a chance!
Owsauri_Gym_GymGuy_AfterBadge,Gym Guy: Lily was defeated?*Hopefully you were 'ice about~it! I am too funny!
Owsauri_Gym_SwimmerMaleEd_IntroMessage,Splash!*Ready for an ice fight?
Owsauri_Gym_SwimmerMaleEd_OutroMessage,That can't be!
Owsauri_Gym_SwimmerMaleEd_DefeatMessage,Lily is always training~her Pokémon!
Owsauri_Gym_JrTrainerFemaleBethy_IntroMessage,Lily shouldn't waste her~time with you!
Owsauri_Gym_JrTrainerFemaleBethy_OutroMessage,You overwhelmed me!
Owsauri_Gym_JrTrainerFemaleBethy_DefeatMessage,You have to face other~trainers to find out how~good you really are.
Owsauri_Gym_LeaderLily_BeforeBattle,Lily: Heya! Who have we got~here?*<Player.Name>: The name's~<Player.Name>, and I'm here for~your Hail Badge!*Lily: You're not going to get~it that easy! You've got Lily~as your host, and my Ice-type~Pokémon will freeze you solid!~Live on the air, skating~through the ice as gracefully~as a winter's day... Let's go!
Owsauri_Gym_LeaderLily_OutroMessage,Lily: Wow! You're too much!
Owsauri_Gym_LeaderLily_AfterBattle1,Lily: All right!*You can have the Hail Badge~that will help you!*The Hail Badge lets you~use Cut any time if you~have the HM!*Also please take this TM, it~will surely prove useful!
Owsauri_Gym_LeaderLily_AfterBattle2,TM 13 teaches Ice Beam!*Use it on an Ice Pokémon!
Owsauri_Gym_LeaderLily_TalkAgain,Lily: Good luck on your quest!
Owsauri_Gym_LeaderLily_Rematch_BeforeBattle_Question,Lily: Well if it isn't~<Player.Name>!*Ready to jam out with the~coolest Gym Leader, I take it?
Owsauri_Gym_LeaderLily_Rematch_BeforeBattle_Answer_No,Lily: Oh? Having a little~performance anxiety,~or maybe cold feet?*<Player.Name>: H-hey, that's not~it at all!*Lily: Well all right, don't~keep me waiting too long.~I can't battle to the beat~without a strong dance~partner!
Owsauri_Gym_LeaderLily_Rematch_BeforeBattle_Answer_Yes,Lily: Alright, let's see if I~can put your Champion~hot-streak on ice!
Owsauri_Gym_LeaderLily_Rematch_OutroMessage,Lily: That's a wrap! Looks~like your moves were too hot~to handle after all!
Owsauri_Gym_LeaderLily_Rematch_AfterBattle,Lily: I've been thinking of~sampling some battle audio~into some tracks for my show.~Do you think that's something~trainers would want to~listen to?*<Player.Name>: Like, the noises~Pokémon make?~Sounds kinda weird...~A Radio Channel for Pokémon?*Lily: That's not exactly the~kind of audio I had in mind,~but that could be a pretty~cool idea!~Maybe Pokémon would like to~listen to the radio too.


[Route 66]
Route66_Sign_Beach,Route 66~Merritt Bay
Route66_SwimmerMaleEricsson_IntroMessage,Time to work on my tan!
Route66_SwimmerMaleEricsson_OutroMessage,All warmed up!
Route66_SwimmerMaleEricsson_DefeatMessage,Do I have skin cancer?*Be honest.
Route66_SwimmerMaleJake_IntroMessage,How many degrees is it?
Route66_SwimmerMaleJake_OutroMessage,Ooh! That's chilly!
Route66_SwimmerMaleJake_DefeatMessage,Oh, you meant celsius!
Route66_SwimmerMaleLucky_IntroMessage,I lost my board!
Route66_SwimmerMaleLucky_OutroMessage,Ooh! Traumatic!
Route66_SwimmerMaleLucky_DefeatMessage,The wave can come in any~second!
Route66_SwimmerMaleEmile_IntroMessage,I can hold my breath!
Route66_SwimmerMaleEmile_OutroMessage,Glub!
Route66_SwimmerMaleEmile_DefeatMessage,Call a doctor...
Route66_SwimmerMaleLogan_IntroMessage,Why aren't you swimming?
Route66_SwimmerMaleLogan_OutroMessage,Belly flop!
