language_name,English
ability_desc_121,Changes type to match the held Plate.
ability_desc_122,Powers up party Pokémon when it is sunny.
ability_desc_123,Reduces a sleeping foe's HP.
ability_desc_124,Steals an item when hit by another Pokémon.
ability_desc_125,Removes added effects to increase move damage.
ability_desc_126,Makes stat changes have an opposite effect.
ability_desc_127,Makes the foe nervous and unable to eat Berries.
ability_desc_128,When its stats are lowered its Attack increases.
ability_desc_129,Lowers stats when HP becomes half or less.
ability_desc_130,May disable a move used on the Pokémon.
ability_desc_131,May heal an ally's status conditions.
ability_desc_132,Reduces damage done to allies.
ability_desc_133,Physical attacks lower Defense and raise Speed.
ability_desc_134,Doubles the Pokémon's weight.
ability_desc_135,Halves the Pokémon's weight.
ability_desc_136,Reduces damage when HP is full.
ability_desc_137,Powers up physical attacks when poisoned.
ability_desc_138,Powers up special attacks when burned.
ability_desc_139,May create another Berry after one is used.
ability_desc_140,Anticipates an ally's attack and dodges it.
ability_desc_141,Raises one stat and lowers another.
ability_desc_142,Protects the Pokémon from damage from weather.
ability_desc_143,May poison targets when a Pokémon makes contact.
ability_desc_144,Restores a little HP when withdrawn from battle.
ability_desc_145,Protects the Pokémon from Defense-lowering attacks.
ability_desc_146,Boosts the Pokémon's Speed in a sandstorm.
ability_desc_147,Makes status-changing moves more likely to miss.
ability_desc_148,Boosts move power when the Pokémon moves last.
ability_desc_149,Comes out disguised as the Pokémon in back.
ability_desc_150,It transforms itself into the Pokémon it is facing.
ability_desc_151,Passes through the foe's barrier and strikes.
ability_desc_152,Contact with this Pokémon spreads this Ability.
ability_desc_153,Boosts Attack after knocking out any Pokémon.
ability_desc_154,Raises Attack when hit by a Dark-type move.
ability_desc_155,Some move types scare it and boost its Speed.
ability_desc_156,Reflects status- changing moves.
ability_desc_157,Boosts Attack when hit by a Grass-type move.
ability_desc_158,Gives priority to a status move.
ability_desc_159,Boosts certain moves' power in a sandstorm.
ability_desc_160,Inflicts damage to the Pokémon on contact.
ability_desc_161,Changes the Pokémon's shape when HP is halved.
ability_desc_162,Boosts the accuracy of its allies and itself.
ability_desc_163,Moves can be used regardless of Abilities.
ability_desc_164,Moves can be used regardless of Abilities.
ability_desc_165,Protects allies from attacks that limit their move choices.
ability_desc_166,Prevents lowering of ally Grass-type Pokémon's stats.
ability_desc_167,Restores HP as well when the Pokémon eats a Berry.
ability_desc_168,Changes the Pokémon's type to the same type of the move it is using.
ability_desc_169,Halves damage from physical moves.
ability_desc_170,The Pokémon steals the held item of a Pokémon it hits with a move.
ability_desc_171,Protects the Pokémon from some ball and bomb moves.
ability_desc_172,Boosts the Sp. Atk. stat when a stat is lowered.
ability_desc_173,The Pokémon's strong jaw gives it tremendous biting power.
ability_desc_174,Normal-type moves become Ice-type moves.
ability_desc_175,Prevents itself and its allies from falling asleep.
ability_desc_176,The Pokémon changes form depending on how it battles.
ability_desc_177,Gives priority to Flying-type moves.
ability_desc_178,Powers up aura and pulse moves.
ability_desc_179,Boosts the Defense stat in Grassy Terrain.
ability_desc_180,The Pokémon can pass an item to an ally.
ability_desc_181,Powers up moves that make direct contact.
ability_desc_182,Normal-type moves become Fairy-type moves.
ability_desc_183,Contact with the Pokémon lowers the attacker's Speed stat.
ability_desc_184,Normal-type moves become Flying-type moves.
ability_desc_185,Parent and child attack together.
ability_desc_186,Powers up each Pokémon's Dark-type moves.
ability_desc_187,Powers up each Pokémon's Fairy-type moves.
ability_desc_188,The effects of Aura Abilities are reversed.

ability_desc_202,Boosts the Pokémon's Speed stat in a hailstorm.

ability_desc_206,Normal-type moves become Electric-type moves. The power of those moves is boosted a little.
ability_desc_207,Doubles the Pokémon's Speed stat on Electric Terrain.

ability_desc_221,Contact with the Pokémon lowers the attacker's Speed stat.

ability_desc_223,The Pokémon copies the Ability of a defeated ally.

ability_desc_226,Turns the ground into Electric Terrain when the Pokémon enters a battle.
ability_desc_227,Turns the ground into Psychic Terrain when the Pokémon enters a battle.
ability_desc_228,Turns the ground into Misty Terrain when the Pokémon enters a battle.
ability_desc_229,Turns the ground into Grassy Terrain when the Pokémon enters a battle.

ability_desc_243,Boosts the Pokémon's Speed stat drastically if hit by a Fire- or Water-type move.

-------------------
Nature Names:

nature_name_Hardy,Hardy
nature_name_Lonely,Lonely
nature_name_Brave,Brave
nature_name_Adamant,Adamant
nature_name_Naughty,Naughty
nature_name_Bold,Bold
nature_name_Docile,Docile
nature_name_Relaxed,Relaxed
nature_name_Impish,Impish
nature_name_Lax,Lax
nature_name_Timid,Timid
nature_name_Hasty,Hasty
nature_name_Serious,Serious
nature_name_Jolly,Jolly
nature_name_Naive,Naive
nature_name_Modest,Modest
nature_name_Mild,Mild
nature_name_Quiet,Quiet
nature_name_Bashful,Bashful
nature_name_Rash,Rash
nature_name_Calm,Calm
nature_name_Gentle,Gentle
nature_name_Sassy,Sassy
nature_name_Careful,Careful
nature_name_Quirky,Quirky
---
Follower Pokémon Interactions:
[Generic]
FollowerInteraction_HeldItem_Question,It looks like your Pokémon~holds on to something.*Do you want to~take it?
FollowerInteraction_HeldItem_Answer_Yes,Your Pokémon handed over~the <item>!
FollowerInteraction_HeldItem_Answer_No,Your Pokémon kept~the item happily.

FollowerInteraction_StatusEffect_Poison,<name> is shivering~with the effects of being~poisoned.
FollowerInteraction_StatusEffect_Burn,<name>'s burn~looks painful!
FollowerInteraction_StatusEffect_Freeze1,<name> seems very cold!
FollowerInteraction_StatusEffect_Freeze2,.....Your Pokémon seems~a little cold.
FollowerInteraction_StatusEffect_Paralyzed,<name> is trying~very hard to keep~up with you...
FollowerInteraction_StatusEffect_Sleep1,<name> seems~a little tired.
FollowerInteraction_StatusEffect_Sleep2,<name> is somehow~fighting off sleep...
FollowerInteraction_StatusEffect_Sleep3,<name> yawned~very loudly!
FollowerInteraction_StatusEffect_Other,<name> is trying~very hard to keep~up with you...

FollowerInteraction_LowHP1,<name> is going~to fall down!
FollowerInteraction_LowHP2,<name> seems to~be about to fall over!

FollowerInteraction_Hate1,<name> is doing~it's best to keep up~with you.
FollowerInteraction_Hate2,<name> is somehow~forcing itself to keep going.
FollowerInteraction_Hate3,<name> is staring~patiantly at nothing at all.
FollowerInteraction_Hate4,<name> is staring~intently into the distance.
FollowerInteraction_Hate5,<name> is dizzy...
FollowerInteraction_Hate6,<name> is stepping~on your feet!
FollowerInteraction_Hate7,<name> seems~unhappy somehow...
FollowerInteraction_Hate8,<name> is making~an unhappy face.
FollowerInteraction_Hate9,<name> seems~uneasy and is poking~<Player.Name>.
FollowerInteraction_Hate10,<name> is making~a face like its angry!
FollowerInteraction_Hate11,<name> seems to be~angry for some reason.
FollowerInteraction_Hate12,Your Pokémon turned to face~the other way, showing a~defiant expression.
FollowerInteraction_Hate13,<name> is looking~down steadily...
FollowerInteraction_Hate14,Your Pokémon is staring~intently at nothing...
FollowerInteraction_Hate15,Your Pokémon turned to~face the other way,~showing a defiant expression.
FollowerInteraction_Hate16,<name> seems~a bit nervous...
FollowerInteraction_Hate17,Your Pokémon stumbled~and nearly fell!
FollowerInteraction_Hate18,<name> is having~a hard time keeping up.

FollowerInteraction_Neutral1,<name> is happy~but shy.
FollowerInteraction_Neutral2,<name> puts in~extra effort.
FollowerInteraction_Neutral3,<name> is smelling~the scents of the~surrounding air.
FollowerInteraction_Neutral4,Your Pokémon has caught~the scent of smoke.
FollowerInteraction_Neutral5,<name> greeted everyone!
FollowerInteraction_Neutral6,<name> is wandering~around and listening~to the different sounds.
FollowerInteraction_Neutral7,<name> looks very~interested!
FollowerInteraction_Neutral8,<name> is steadily~poking at the ground.
FollowerInteraction_Neutral9,Your Pokémon is looking~around restlessly.
FollowerInteraction_Neutral10,<name> seems dazzled~after seeing the sky.
FollowerInteraction_Neutral11,<name> is gazing~around restlessly!
FollowerInteraction_Neutral12,<name> let out~a battle cry!
FollowerInteraction_Neutral13,<name> is vigorously~breathing fire!
FollowerInteraction_Neutral14,<name> is on~the lookout!
FollowerInteraction_Neutral15,<name> roared!
FollowerInteraction_Neutral16,<name> let out a roar!
FollowerInteraction_Neutral17,<name> is surveying~the area...
FollowerInteraction_Neutral18,<name> is sniffing~at the floor.
FollowerInteraction_Neutral19,<name> is peering~down.
FollowerInteraction_Neutral20,<name> seems~to be wandering around.
FollowerInteraction_Neutral21,<name> is looking~around absentmindedly.
FollowerInteraction_Neutral22,<name> is relaxing~comfortably.
FollowerInteraction_Neutral23,<name> is sniffing~at the floor.
FollowerInteraction_Neutral24,<name> seems to~relax as it hears the~sound of rustling leaves...
FollowerInteraction_Neutral25,<name> seems to~be listening to the~sound of rustling leaves...
FollowerInteraction_Neutral26,Your Pokémon is playing around~and splashing in the water!
FollowerInteraction_Neutral27,<name> is looking~up at the sky.
FollowerInteraction_Neutral28,Your Pokémon is happily~gazing at the beautiful,~starry sky!
FollowerInteraction_Neutral29,<name> seems to be~enjoying this a little bit!
FollowerInteraction_Neutral30,<name> is looking~up at the ceiling.
FollowerInteraction_Neutral31,Your Pokémon is staring~spellbound at the night sky!
FollowerInteraction_Neutral32,<name> is in~danger of falling over!
FollowerInteraction_Neutral33,<name> doesn't~seem to be used to its~own name yet.
FollowerInteraction_Neutral34,<name> slipped~on the floor and seems~likely to fall!
FollowerInteraction_Neutral35,<name> feels something~and is howling!
FollowerInteraction_Neutral36,<name> seems~refreshed!
FollowerInteraction_Neutral37,<name> feels~refreshed.
FollowerInteraction_Neutral38,<name> seems to~have found something!
FollowerInteraction_Neutral39,<name> suddenly~turned around and~started barking!
FollowerInteraction_Neutral40,<name> suddenly~turned around!
FollowerInteraction_Neutral41,<name> looked up~at the sky and shouted loudly!
FollowerInteraction_Neutral42,Your Pokémon was surprised~that you suddenly spoke to it!
FollowerInteraction_Neutral43,<name> almost forgot~it was holding~that " & p.Item.OneLineName() & "!
FollowerInteraction_Neutral44,Oh!~It's slipping and came~over here for support.
FollowerInteraction_Neutral45,Your Pokémon almost slipped~and fell over!
FollowerInteraction_Neutral46,<name> sensed something~strange and was surprised!
FollowerInteraction_Neutral47,Your Pokémon is looking~around restlessly for~something.
FollowerInteraction_Neutral48,Your Pokémon wasn't watching~where it was going and~ran into you!
FollowerInteraction_Neutral49,Sniff, sniff!~Is there something nearby?
FollowerInteraction_Neutral50,<name> is wandering~around and searching~for something.
FollowerInteraction_Neutral51,<name> is sniffing~at <player.name>.
FollowerInteraction_Neutral52,<name> is taking~shelter in the grass from~the rain!
FollowerInteraction_Neutral53,<name> is splashing~around in the wet grass!

FollowerInteraction_Like1,Your Pokémon seems happy~about the great weather!
FollowerInteraction_Like2,<name> is coming along~happily.
FollowerInteraction_Like3,<name> is composed!
FollowerInteraction_Like4,<name> is glowing~with health!
FollowerInteraction_Like5,<name> looks~very happy!
FollowerInteraction_Like6,<name> is full~of life!
FollowerInteraction_Like7,<name> is very~eager!
FollowerInteraction_Like8,<name> gives you~a happy look and a smile!
FollowerInteraction_Like9,<name> seems very~happy to see you!
FollowerInteraction_Like10,<name> faced this~way and grinned!
FollowerInteraction_Like11,<name> spun around~in a circle!
FollowerInteraction_Like12,<name> is looking~this way and smiling.
FollowerInteraction_Like13,<name> is very~eager...
FollowerInteraction_Like14,<name> is focusing~its attention on you!
FollowerInteraction_Like15,<name> focused~with a sharp gaze!
FollowerInteraction_Like16,<name> is looking~at <player.name>'s footprints.
FollowerInteraction_Like17,<name> is staring~straight into <player.name>'s~eyes.
FollowerInteraction_Like18,<name> is showing off~its agility!
FollowerInteraction_Like19,<name> is moving~around happily!
FollowerInteraction_Like20,<name> is steadily~keeping up with you!
FollowerInteraction_Like21,<name> seems to~want to play with~<player.name>!
FollowerInteraction_Like22,<name> is singing~and humming.
FollowerInteraction_Like23,<name> is playfully~nibbling at the ground.
FollowerInteraction_Like24,<name> is nipping~at your feet!
FollowerInteraction_Like25,<name> is working~hard to show off~its mighty power!
FollowerInteraction_Like26,<name> is cheerful!
FollowerInteraction_Like27,<name> bumped~into <player.name>!
FollowerInteraction_Like28,<name> is scared~and snuggled up~to <player.name>!

FollowerInteraction_Loyal1,<name> began poking~you in the stomach!
FollowerInteraction_Loyal2,<name> seems to be~feeling great about~walking with you!
FollowerInteraction_Loyal3,<name> is still~feeling great!
FollowerInteraction_Loyal4,<name> is poking~at your belly.
FollowerInteraction_Loyal5,<name> looks like~it wants to lead!
FollowerInteraction_Loyal6,<name> seems to be~very happy!
FollowerInteraction_Loyal7,<name> nodded slowly.
FollowerInteraction_Loyal8,<name> gave you~a sunny look!
FollowerInteraction_Loyal9,<name> is very~composed and sure of itself!
FollowerInteraction_Loyal10,<name> is~standing guard!
FollowerInteraction_Loyal11,<name> danced a~wonderful dance!
FollowerInteraction_Loyal12,<name> is staring~steadfastly at~<player.name>'s face.
FollowerInteraction_Loyal13,<name> is staring~intently at~<player.name>'s face.
FollowerInteraction_Loyal14,<name> is concentrating.
FollowerInteraction_Loyal15,<name> faced this~way and nodded.
FollowerInteraction_Loyal16,<name> suddenly~started walking closer!
FollowerInteraction_Loyal17,Woah!*<name> is suddenly~playful!
FollowerInteraction_Loyal18,<name> blushes.
FollowerInteraction_Loyal19,Woah!*<name> suddenly started~dancing in happiness!
FollowerInteraction_Loyal20,<name> is happily~skipping about.
FollowerInteraction_Loyal21,Woah!*<name> suddenly~danced in happiness!

FollowerInteraction_Love1,<name> is jumping~for joy!
FollowerInteraction_Love2,Your Pokémon stretched out~its body and is relaxing.
FollowerInteraction_Love3,<name> is happily~cuddling up to you!
FollowerInteraction_Love4,<name> is so happy~that it can't stand still!
FollowerInteraction_Love5,<name> happily~cuddled up to you!
FollowerInteraction_Love6,<name>'s cheeks are~becoming rosy!
FollowerInteraction_Love7,Woah!*<name> suddenly~hugged you!
FollowerInteraction_Love8,<name> is rubbing~against your legs!
FollowerInteraction_Love9,Ah!~<name> cuddles you!
FollowerInteraction_Love10,<name> is regarding~you with adoration!
FollowerInteraction_Love11,<name> got~closer to <player.name>!
FollowerInteraction_Love12,<name> is keeping~close to your feet.
FollowerInteraction_Love13,<name> is jumping~around in a carefree way!

[GameMode Related]
FollowerInteraction_Music_PlayerRoomMusic1,<name> is moving~around the room.
FollowerInteraction_Music_PlayerRoomMusic2,<name> is happy to~be home!
FollowerInteraction_Music_Nike1,<name> is dancing~energetically to the music!
FollowerInteraction_Music_PlayIt,<name> is singing~along with the melody of~the music!
FollowerInteraction_Music_Pr0ndiskOutro,<name> is bopping to~the beat of the music!
FollowerInteraction_Music_Worship,<name> is swaying back~and forth to the music!
FollowerInteraction_Music_Breeze,<name> is proud of how~far you've come on~your journey!
FollowerInteraction_Music_Path,The music makes <name>~excited to go outside!
FollowerInteraction_Music_Sorrow,<name> is thinking about~Alex and JappaWakka.

FollowerInteraction_Gyms1,<name> is very eager~to battle!
FollowerInteraction_Gyms2,<name> is composed~and very sure of itself.
FollowerInteraction_Gyms_Moraga,<name> is extending~its vines and wrapping~itself in them!*Seems like fun!
FollowerInteraction_Gyms_Azalea,<name> began to~scuttle around!

FollowerInteraction_PlayerHouse_LivingRoom,<name> greeted your~mom.
FollowerInteraction_Seashore1,<name> has a flower~petal on its face!
FollowerInteraction_Seashore2,<name> stretched out~and relaxed!

FollowerInteraction_SeaCityOrRoute1,<name> is staring~at the sea.
FollowerInteraction_SeaCityOrRoute2,<name> is listening~to the sound of the waves.

FollowerInteraction_TimsLab,<name> is fidgeting~in front of everyone.

FollowerInteraction_Blackboard,<name> stares intently~at the blackboard, but doesn't~seem to get it.

FollowerInteraction_HauntedForest1,A strange sound is coming~from <name>!
FollowerInteraction_HauntedForest2,<name> started spinning~around in circles.
FollowerInteraction_HauntedForest3,<name> isn't moving.
FollowerInteraction_HauntedForest4,<name> looks very~interested.
FollowerInteraction_HauntedForest5,<name> is staring~intently at nothing.
FollowerInteraction_HauntedForest6,<name> is having~fun swaying back and forth.
FollowerInteraction_HauntedForest7,<name> is feeling~an unusual presence.

FollowerInteraction_SlowpokeWell1,<name> seems very~happy!
FollowerInteraction_SlowpokeWell2,<name> doesn't like~splashing around on~the ground...
FollowerInteraction_SlowpokeWell3,<name> seems very~unhappy to be wet...
FollowerInteraction_SlowpokeWell4,<name> seems very~happy and is jumping around!
FollowerInteraction_SlowpokeWell5,<name> is cautious~about the confined~area!

FollowerInteraction_Forest1,<name> is looking~around restlessly at~the forest.
FollowerInteraction_Forest2,<name> is wandering~around enjoying the~forest scenery.
FollowerInteraction_Forest3,<name> is clinging~to the tree!

FollowerInteraction_CastroForest,<name> danced around~happily!

FollowerInteraction_IlexForest1,<name> felt curious~about the shrine.
FollowerInteraction_IlexForest2,<name> is dancing~around happily!
FollowerInteraction_IlexForest3,<name> is happily~waving its stick around~and singing!

FollowerInteraction_NationsBurgers,<name> is drooling~a little.

FollowerInteraction_FinalDungeon1,<name> is trembling!
FollowerInteraction_FinalDungeon2,<name> is nervous.

FollowerInteraction_MtBoulder1,Woah! A cold wind suddenly~blew! And now it looks~happy?
FollowerInteraction_MtBoulder2,<name> is cheerful~because of the cold!
FollowerInteraction_MtBoulder3,<name> is cheering~happily because of~the cold!
FollowerInteraction_MtBoulder4,<name> just looks~so very happy!
FollowerInteraction_MtBoulder5,<name> seems unhappy~about the cold...
FollowerInteraction_MtBoulder6,<name> made its body~slightly smaller because~of the cold...
FollowerInteraction_MtBoulder7,<name> constantly~shivers.
FollowerInteraction_MtBoulder8,<name> is walking~along cautiously.

FollowerInteraction_FirstRoutes1,<name> wiggled~its vine!
FollowerInteraction_FirstRoutes2,<name> flared~its fiery tail!
FollowerInteraction_FirstRoutes3,<name> slid~around in its shell!

FollowerInteraction_Route65,<name> is focused~with a sharp gaze!
FollowerInteraction_LeagueExterior,<name> is staring~straight at the~Pokémon League.

FollowerInteraction_PokeMart,<name> is surveying~the shelves restlessly.

FollowerInteraction_MadameRenifler_Bridge1,<name> is swaying~with the ship!
FollowerInteraction_MadameRenifler_Bridge2,<name> seems happy~at the sight of water~through the window!
FollowerInteraction_MadameRenifler_Bridge3,<name> doesn't~want to get off the~boat yet!

FollowerInteraction_PowerPlant1,<name> seems to be~very happy!
FollowerInteraction_PowerPlant2,<name> had fun~dancing a dance!
FollowerInteraction_PowerPlant3,<name> is so happy,~it began to dance!
FollowerInteraction_PowerPlant4,<name> is so happy,~it started dancing!
FollowerInteraction_PowerPlant5,<name> seems to want to~touch the machine!

FollowerInteraction_Caves1,<name> is happily~digging into the ground!
FollowerInteraction_Caves2,<name> is happily~digging itself into~the ground!
FollowerInteraction_Caves3,<name> is having fun~rolling around!
FollowerInteraction_Caves4,<name> started~grinding at the rocks!
FollowerInteraction_Caves5,<name> is having~fun hitting rocks together!
FollowerInteraction_Caves6,<name> started~pounding the ground flat!

FollowerInteraction_EliteFour1,<name> sent out~a bundle of leaves and~looked eager!
FollowerInteraction_EliteFour2,<name> blew out~a plume of fire and~looked eager!
FollowerInteraction_EliteFour3,<name> shoot out~a jet of water and~looked eager!

-----------------------------------------------------------------------------------------------------------------------------------------------------------------
Trainer (Sub-)Classes:
TrainerClass_Beauty,Beauty
TrainerClass_Biker,Biker
TrainerClass_BirdKeeper,Bird Keeper
TrainerClass_Blackbelt,Blackbelt
TrainerClass_BugCatcher,Bug Catcher
TrainerClass_Burglar,Burglar
TrainerClass_Champion,Champion
TrainerClass_Channeler,Channeler
TrainerClass_CoolTrainer_Female,Cool Trainer♀
TrainerClass_CoolTrainer_Male,Cool Trainer♂
TrainerClass_CueBall,Cue Ball
TrainerClass_Developer,Developer
TrainerClass_EliteFour,Elite Four
TrainerClass_Engineer,Engineer
TrainerClass_ExGrunt,Ex-Grunt
TrainerClass_Fisherman,Fisherman
TrainerClass_Gambler,Gambler
TrainerClass_Gentleman,Gentleman
TrainerClass_GymLeader,Gym Leader
TrainerClass_Hiker,Hiker
TrainerClass_JrTrainer_Female,Jr. Trainer♀
TrainerClass_JrTrainer_Male,Jr. Trainer♂
TrainerClass_Juggler,Juggler
TrainerClass_Lass,Lass
TrainerClass_Lifeguard,Lifeguard
TrainerClass_NormalTrainer,Normal Trainer
TrainerClass_Palette,Palette
TrainerClass_PokeManiac,PokéManiac
TrainerClass_Rival,Rival
TrainerClass_Rocker,Rocker
TrainerClass_RocketGrunt,Rocket Grunt
TrainerClass_RocketScientist,Rocket Scientist
TrainerClass_RocketLeader,Rocket Leader
TrainerClass_Sailor,Sailor
TrainerClass_Scientist,Scientist
TrainerClass_SuperNerd,Super Nerd
TrainerClass_Swimmer_Male,Swimmer♂
TrainerClass_Swimmer_Female,Swimmer♀
TrainerClass_Tamer,Tamer
TrainerClass_Telekinetic,Telekinetic
TrainerClass_Youngster,Youngster

-----
Story Localization:

[Difficulty Selection]
DifficultySelect_Question1,Pokémon Brown 3D supports~different difficulty modes.*An explanation will be given~for each upon selection.*Please select your desired~difficulty.
DifficultySelect_Question2,Please select your desired~difficulty.
DifficultySelect_Answer_Normal,Normal: Recommended for~new players or for regulars~who prefer a more casual~playthrough.*Do you want this difficulty?
DifficultySelect_Answer_Hard,Hard: Recommended for~more experienced players who~want a more challenging~playthrough.*The levels of wild and trainer-~owned Pokémon are multiplied~by 1.15.*Do you want this difficulty?
DifficultySelect_Answer_Nuzlocke,Nuzlocke: Recommended for~Pokémon veterans who like to~use the Nuzlocke rules for~their playthrough.*This difficulty mode is~identical to Normal, except~you're only able capture the~first Pokémon in a location,~you have to give your Pokémon~nicknames, when your Pokémon~are defeated they are~removed from your party and~when you are out of Pokémon,~the game will be ended and~your save file will be deleted.*Do you want this difficulty?
DifficultySelect_End,If you change your mind, you~can change the difficulty~later from the Options menu,~which can be found by~pressing [<system.button(OpenMenu)>].

[Game Intro]
NewGameIntro_1,H-hello?! You must be new~here.*Welcome to the region of~Rijon!*I am Timothy, but there are~some who call me Tim.*I am this region's Pokémon~Tutor.
NewGameIntro_2,This is a Pokémon.~There are a lot of these in~the Rijon area.
NewGameIntro_3,I research these creatures~as my profession.*They have special capabilities~for fighting, but can be~raised as tame household pets.*Oh, where are my manners?~What should I call you?
NewGameIntro_4,<Player.Name>?*A most unusual name.~I've never heard it before!*Well, it turns out that you~actually live close by!*My laboratory is in Gravel~Town, just south of where you~live.*Stop by when you can.~I have something wonderful to~show you! See you soon!

NewGameIntro_NewNameOption,-New-

[Generic Tokens]
Generic_TV_Movie,This movie is titled "Naljo's~Guardians".*It's based off Naljo~mythology!
Generic_Bookshelf_PokemonBooks,Crammed full of Pokémon~books!
Generic_TownMap,It's the Town Map.
Generic_Bed_Question,It's a bed.~Would you like to rest?
Generic_Bed_Refreshed_NoPokemon,You wake up feeling refreshed!
Generic_Bed_Refreshed_Pokemon,You and your Pokémon wake up~feeling refreshed!
Generic_HealPlatform_Start,This seems like a sweet spot~to take a break...
Generic_HealPlatform_End,<Player.Name>'s Pokémon are~fully healed!

Generic_PokeCenter_NurseJoy_Question_NightDay,Hello, and welcome to our~Pokémon Center!*We heal your Pokémon back to~perfect health!
Generic_PokeCenter_NurseJoy_Question_Morning,Good morning! Welcome to our~Pokémon Center!*We heal your Pokémon back to~perfect health!
Generic_PokeCenter_NurseJoy_Question_Evening,Good evening! Welcome to our~Pokémon Center!*We heal your Pokémon back to~perfect health!
Generic_PokeCenter_NurseJoy_Heal,Heal
Generic_PokeCenter_NurseJoy_AnswerCancel,We hope to see you again!
Generic_PokeCenter_NurseJoy_AnswerHeal,Okay. We'll need your Pokémon.
Generic_PokeCenter_NurseJoy_HealedParty,Thank you! Your Pokémon are~fighting fit!*We hope to see you again!

Generic_PokeMart_Clerk_Question,Hi there!~May I help you?
Generic_PokeMart_Clerk_AfterQuit,Thank you! Come again!
Generic_PokeMart_Store,Store
Generic_PokeMart_Quit,Quit
Generic_PokeMart_Shelves,Wow! Tons of Pokémon stuff!
Generic_PokeMart_MerchBins,Many Pokémon plushies are~lying in the bin.*Is that a Pikachu Doll and~a Weedle Doll?
Generic_PokeMart_LockedCabinets,Several action figures can~be seen.*The tag on them says:~"Pokéstar Studios".

Generic_Sign_PokeMart,All your item needs fulfilled!~Pokémon Mart
Generic_Sign_PokeCenter,Heal your Pokémon!~Pokémon Center

Generic_PC_NoInteract,You can't interact with the~PC while riding a Bicycle.
Generic_PC_BootUp,Booting up the PC...*Choose a host to connect to.
Generic_PC_ChooseHost,Choose a host to connect to.
Generic_PC_Host_StorageSystem,Bill's PC
Generic_PC_Host_Mailbox,Inbox
Generic_PC_Host_DexEvaluation,Prof. Tim's PC
Generic_PC_Host_HallOfFame,Rijon League
Generic_PC_Host_Decoration,Decoration
Generic_PC_LogOff,Log Off
Generic_PC_DexEvaluation_Start,Accessed Prof. Tim's PC.*Accessed Pokédex Rating~System.*Do you want to get your~Pokédex rated?
Generic_PC_DexEvaluation_End,Closed link to Prof. Tim's PC.
Generic_PC_Decoration_Start,How do you want to customize~your room?

Generic_ReceivePokemon,<Player.Name> received~a <pokemon.name(<pokemon.count>-1)>!
Generic_ReceiveAnPokemon,<Player.Name> received~an <pokemon.name(<pokemon.count>-1)>!
Generic_PokemonToPC,There's no more room for~Pokémon!*<pokemon.nickname(<pokemon.count>-1)> was transfered~to the PC.

[PC Decorations]
PC_Decorations_RemoveQuestion,Which item should be removed?
PC_Decorations_Placed,Placed the item.
PC_Decorations_Removed,Removed the item.
PC_Decorations_Remove,Remove Items
PC_Decorations_Item_SniffCat,Framed SniffCat
PC_Decorations_Item_DJSet,Alex's DJ Set
PC_Decorations_Item_LeagueTrophy,League Trophy
PC_Decorations_Item_DexDiploma,Pokédex Diploma
PC_Decorations_Item_SurfingPikachuDoll,Surfing Pikachu Doll
PC_Decorations_Item_PottedPlant,Potted Plant
PC_Decorations_Item_SquirtleDoll,Squirtle Doll

[Decoration Item Receive Messages]
DecorationItem_Received_LeagueTrophy,Eye of the Tiger*Decoration Received:~League Trophy~~Add it to your room with the PC!
DecorationItem_Received_DexDiploma,Completionist*Decoration Received:~Pokédex Diploma~~Add it to your room with the PC!
DecorationItem_Received_SurfingPikachuDoll,Mom Loves You*Decoration Received:~Surfing Pikachu Doll~~Add it to your room with the PC!
DecorationItem_Received_PottedPlant,Welcome to the Jungle*Decoration Received:~Potted Plant~~Add it to your room with the PC!
DecorationItem_Received_SquirtleDoll,7.8/10 Too Much Water*Decoration Received:~Squirtle Doll~~Add it to your room with the PC!

[Pokédex Evaluation]
DexEvaluation_BeforeRating,Pokédex completion is:*<pokedex.dexseen(0)> Pokémon seen~<pokedex.dexcaught(0)> Pokémon owned*Prof. Tim's Rating:
DexEvaluation_Rating_Level01,You still have lots to do.*Look for Pokémon in grassy~areas!
DexEvaluation_Rating_Level02,You're on the right track!~Isn't it fun catching Pokémon?
DexEvaluation_Rating_Level03,Good, you're trying hard!*Go get the Exp. All from my~Aide on Route 52!
DexEvaluation_Rating_Level04,You still need more Pokémon!~Try to catch other species!*Oh, I almost forgot!*My Aide is waiting for you at~Route 59 with an Item Finder!
DexEvaluation_Rating_Level05,Looking good!*Go find my Aide at Route 60~when you've caught 75 Pokémon.
DexEvaluation_Rating_Level06,You finally got at least 75~species!*Go get the Super Rod from my~Aide at Route 60!
DexEvaluation_Rating_Level07,Ho! This is getting even~better!
DexEvaluation_Rating_Level08,Very good!*Go fish for some marine~Pokémon!
DexEvaluation_Rating_Level09,Wonderful!*Do you like collecting~Pokémon?
DexEvaluation_Rating_Level10,I'm impressed!*It must have been difficult~to do!
DexEvaluation_Rating_Level11,You finally got at least 150~species!*I can't believe there are~more!
DexEvaluation_Rating_Level12,You even have the evolved~forms of Pokémon! Super!
DexEvaluation_Rating_Level13,Excellent!*If you can find a way to trade~with friends you might be able~to get more!
DexEvaluation_Rating_Level14,Outstanding! You're becoming~a real pro at this!
DexEvaluation_Rating_Level15,I have nothing left to say!~You're the authority now!
