language_name,Nederlands
DexEvaluation_Rating_Level07,Zo! Dit wordt steeds beter!
DexEvaluation_Rating_Level08,Erg goed!*Ga naar wat Pokémon vissen~in het water!
DexEvaluation_Rating_Level09,Prachtig!*Vind je het leuk om Pokémon~te verzamelen?
DexEvaluation_Rating_Level10,Ik ben onder de indruk!*Dat moet moeilijk geweest zijn!
DexEvaluation_Rating_Level11,Je hebt eindelijk minstens~150 soorten!*Ik kan niet geloven dat er nog~meer zijn!
DexEvaluation_Rating_Level12,Je hebt zelfs de geëvolueerde~vormen van Pokémon! Super!
DexEvaluation_Rating_Level13,Uitstekend!*Als je een manier kunt vinden~om met vrienden te ruilen,~kun je er misschien nog~meer krijgen!
DexEvaluation_Rating_Level14,Waanzinnig!*Je bent hier een echte expert~in aan het worden!
DexEvaluation_Rating_Level15,Ik heb niets meer te zeggen!~Jij bent nu de autoriteit!
DexEvaluation_Rating_Level16,Ik kan het niet geloven!*<Player.Name>, je Pokédex is~helemaal voltooid!*Gefeliciteerd!*Kom me bezoeken in het lab,~ik heb iets voor je!
DexEvaluation_Rating_Level16_ReceivedReward,Ik kan het niet geloven!*<Player.Name>, je Pokédex is~helemaal voltooid!*Gefeliciteerd!

[Seashore City]
Seashore_PlayerHouse1F_Mom_LookForTim,Succes met het treden in~de voetsporen van je~vader, lieverd!*Ga naar het zuiden en zoek~de professor.
Seashore_PlayerHouse1F_Mom_TakeARest,<Player.Name>! Neem even een~korte rustpauze.
Seashore_PlayerHouse1F_Mom_AfterRest,Oh mooi! Jij en je Pokémon~zien er uitgerust uit!~Pas goed op jezelf!
Seashore_PlayerHouse1F_Mom_AfterChampion,<Player.Name>! Dus mijn kind is~Rijon's kampioen?~Wat ga je nu doen?*Je zou de Gym Leiders nog eens~kunnen uitdagen, misschien~verrassen ze je!*Daarnaast is er dat "Alleen~voor kampioenen" gebouw in~Haagwachterstad, daar zou je~ook eens kunnen kijken!*In ieder geval, waarom rust~je niet even uit voordat je~verder gaat met je avontuur?
Seashore_PlayerHouse1F_Mom_AfterFinalDungeon,<Player.Name>! Dus mijn kind is~Rijon's kampioen?~Wat ga je nu doen?*Je zou de Gym Leiders nog eens~kunnen uitdagen, misschien~verrassen ze je!*In ieder geval, waarom rust~je niet even uit voordat je~verder gaat met je avontuur?
Seashore_PlayerHouse1F_Mom_AfterRematch,<Player.Name>! Dus mijn kind is~Rijon's kampioen?~Wat ga je nu doen?*Er is dat "Alleen~voor kampioenen" gebouw in~Haagwachterstad, daar zou je~ook eens kunnen kijken!*In ieder geval, waarom rust~je niet even uit voordat je~verder gaat met je avontuur?

Seashore_PlayerHouse2F_GameCube,<Player.Name> speelt op de~Nintendo GameCube!*...Oké!~Het is tijd om te gaan!
Seashore_PlayerHouse2F_GameCube_Game_Step1_Question,<Player.Name> speelt een nieuw~spel op de Nintendo GameCube!*Laten we een nieuw~personage maken.*Welke karakterklasse moet hij~zijn?
Seashore_PlayerHouse2F_GameCube_Game_Step1_Answer_Fighter,Vechter
Seashore_PlayerHouse2F_GameCube_Game_Step1_Answer_Wizard,Tovenaar
Seashore_PlayerHouse2F_GameCube_Game_Step1_Answer_Random,Willekeurig
Seashore_PlayerHouse2F_GameCube_Game_Step2_Fighter_Question,Wat voor wapens zal je~vechter gebruiken?
Seashore_PlayerHouse2F_GameCube_Game_Step2_Fighter_Answer_Melee,Zwaard
Seashore_PlayerHouse2F_GameCube_Game_Step2_Fighter_Answer_Ranged,Pijl & Boog
Seashore_PlayerHouse2F_GameCube_Game_Step2_Wizard_Question,Wat voor krachten zal~je tovenaar hebben?
Seashore_PlayerHouse2F_GameCube_Game_Step2_Wizard_Answer_Fire,Vuur
Seashore_PlayerHouse2F_GameCube_Game_Step2_Wizard_Answer_Water,Water
Seashore_PlayerHouse2F_GameCube_Game_Step3_Fighter_Question,Wat ontvangt je vechter liever~als beloning?
Seashore_PlayerHouse2F_GameCube_Game_Step3_Fighter_Answer_Money,Geld
Seashore_PlayerHouse2F_GameCube_Game_Step3_Fighter_Answer_Items,Voorwerpen
Seashore_PlayerHouse2F_GameCube_Game_Step3_Wizard_Question,Wat zou je tovenaar liever~tegenkomen?
Seashore_PlayerHouse2F_GameCube_Game_Step3_Wizard_Answer_Secrets,Geheimen
Seashore_PlayerHouse2F_GameCube_Game_Step3_Wizard_Answer_Battles,Vijanden
Seashore_PlayerHouse2F_GameCube_Game_Step4_Fighter_Question,Wat zal je vechter beter in~zijn?
Seashore_PlayerHouse2F_GameCube_Game_Step4_Fighter_Answer_Speed,Snelheid
Seashore_PlayerHouse2F_GameCube_Game_Step4_Fighter_Answer_Power,Kracht
Seashore_PlayerHouse2F_GameCube_Game_Step4_Wizard_Question,Hoe zou je tovenaar langs~vijanden geraken?
Seashore_PlayerHouse2F_GameCube_Game_Step4_Wizard_Answer_Stealth,Ontwijken
Seashore_PlayerHouse2F_GameCube_Game_Step4_Wizard_Answer_Force,Aanvallen
Seashore_PlayerHouse2F_GameCube_Game_Finished_Answer,Dat is een prima karakter.*Het maken heeft wel even~geduurd.*Ik kan maar beter gaan.
Seashore_PlayerHouse2F_GameCube_Game_Finished_Random,Ik heb geen tijd om dit spel~te spelen.*Ik kan maar beter gaan.
Seashore_PlayerHouse2F_BeSureToPlayGameCube,<Player.Name>: Oh wacht!~Bijna vergeten!*Mama heeft een nieuwe Nintendo~GameCube voor me gekocht!*Misschien een goed idee om die~uit te testen voor ik ga.
Seashore_PlayerHouse2F_StyleChangeCloset_Question,Zal ik mijn stijl een beetje~aanpassen?
Seashore_PlayerHouse2F_StyleChangeCloset_Yes,Dat gaan we doen!
Seashore_PlayerHouse2F_StyleChangeCloset_No,Misschien later.
Seashore_PlayerHouse2F_StyleChangeCloset_Done,Klaar! Veel beter!
Seashore_PlayerHouse2F_Decoration_SniffCat,<Player.Name>: Een foto van een~grappige kat, waarschijnlijk~snuffelde hij aan de camera~tijdens de opname!
Seashore_PlayerHouse2F_Decoration_LeagueTrophy,<Player.Name>: Ik mag dan wel~kampioen zijn, maar ik heb~nog een lange weg te gaan.
Seashore_PlayerHouse2F_Decoration_DJSet_ChooseSong_Breeze,Breeze
Seashore_PlayerHouse2F_Decoration_DJSet_ChooseSong_Path,Path
Seashore_PlayerHouse2F_Decoration_DJSet_ChooseSong_Sorrow,Sorrow
Seashore_PlayerHouse2F_Decoration_DJSet_ChooseSong_Default,Standaardmuziek
Seashore_PlayerHouse2F_Decoration_DexDiploma,<Player.Name>: Mijn diploma voor het~voltooien van de Pokédex!
Seashore_PlayerHouse2F_Decoration_SurfingPikachuDoll,<Player.Name>: Een Surfende~Pikachu-pop!
Seashore_PlayerHouse2F_Decoration_SquirtleDoll,<Player.Name>: Een Squirtle-Pop!
Seashore_PlayerHouse2F_ControlsNote_Question,Er hangt een briefje aan de~muur over de besturing.*Wil je het lezen?
Seashore_PlayerHouse2F_ControlsNote_Controls,De besturing in Pokémon 3D:~Beweeg: [<System.Button(MoveForward)>]~Draai camera: [<System.Button(MoveLeft)>][<System.Button(MoveRight)>]~Rennen aan/uit: [<System.Button(Run)>]~Open spelmenu: [<System.Button(OpenMenu)>]~Vecht / Ruil (PSS): [<System.Button(Special)>]~Perspectief: [<System.Button(PerspectiveSwitch)>]~Muziek aan/uit: [<System.Button(MuteAudio)>]~Verberg GUI: [<System.Button(HideGUI)>]~Schermafbeelding: [<System.Button(Screenshot)>]

Seashore_RivalHouse_Father_BeforeTim,Ga je naar Tim's lab toe?*Mijn zoon Mura is ook van huis~vertrokken, zorg ervoor dat~hij veilig blijft voor me,~wil je?
Seashore_RivalHouse_Father_AfterTim,Hallo <Player.Name>!*Heb je Mura onlangs nog~ontmoet?~Gaat het goed met hem?
Seashore_RivalHouse_Sister_BrotherGone,Mijn broer is weg!
Seashore_RivalHouse_Note_Speary,Spearow~Naam: Speary
Seashore_RivalHouse_Speary_Cry,Speary: Twietwiet!

Seashore_Main_YoungGirl_Green_RunningShoes,Zijn dat nieuwe schoenen?*Probeer ermee te rennen door~op [<System.Button(Run)>] te drukken!
Seashore_Main_YoungBoy_Blue_Dreams,Je zult nooit spijt hebben dat~je je dromen hebt gevolgd, ook~al heb je ze niet verwezenlijkt.*Je zult alleen spijt hebben~dat je de kans voorbij hebt~laten gaan.
Seashore_Main_YoungBoy_Red_Question,Hé! Ga je Pokémon-trainer~worden, <Player.Name>?
Seashore_Main_YoungBoy_Red_AnswerYes,Cool!*Ik ga er binnenkort ook een~worden!*Het is erg moeilijk, maar de~moeite waard.
Seashore_Main_YoungBoy_Red_AnswerNo,Waarom niet?

Seashore_Main_Sign_City,Zeekust-Stad*Waar golven van nieuwe reizen~beginnen aan hun lange tocht.
Seashore_Main_Sign_Gym,Zeekust-Stad~Pokémon Gym~Leider: Sheryl*Meesteres van de~Buitenzintuigen!

Seashore_Gym_Sign_BeforeDefeat,Zeekust-Stad~Pokémon Gym~Leider: Sheryl*Winnende Trainers:~Mura
Seashore_Gym_Sign_AfterDefeat,Zeekust-Stad~Pokémon Gym~Leader: Sheryl*Winnende Trainers:~Mura~<Player.Name>
Seashore_Gym_ChannelerHelen_IntroMessage,Doe je best!
Seashore_Gym_ChannelerHelen_OutroMessage,Ik wist het!
Seashore_Gym_ChannelerHelen_DefeatMessage,Ik moet het de volgende keer~beter doen!
Seashore_Gym_TelekineticSebastian_IntroMessage,Psychische Pokémon zijn wat~we gebruiken!
Seashore_Gym_TelekineticSebastian_OutroMessage,Ik kan het niet geloven!
Seashore_Gym_TelekineticSebastian_DefeatMessage,Psychisch heeft geen zwaktes~behalve tegen Insect... toch?
Seashore_Gym_TelekineticJimbo_IntroMessage,We zullen Vecht-types altijd~inmaken!
Seashore_Gym_TelekineticJimbo_OutroMessage,Ik zag dit nooit aankomen!
Seashore_Gym_TelekineticJimbo_DefeatMessage,Jammer dat ik verloren heb.
Seashore_Gym_TelekineticJack_IntroMessage,Mijn bekwaamheid is te veel~voor jou!
Seashore_Gym_TelekineticJack_OutroMessage,Ik verloor mijn concentratie!
Seashore_Gym_TelekineticJack_DefeatMessage,?
Seashore_Gym_TelekineticRaoul_IntroMessage,Psychisch gaat alles te boven!
Seashore_Gym_TelekineticRaoul_OutroMessage,Arrrgh!
Seashore_Gym_TelekineticRaoul_DefeatMessage,Ik weet wat je denkt!*Je maakt me bang.
Seashore_Gym_ChannelerSophie_IntroMessage,Aah!*Niet jij!
Seashore_Gym_ChannelerSophie_OutroMessage,Ik heb toch verloren!
Seashore_Gym_ChannelerSophie_DefeatMessage,Wegwezen!
Seashore_Gym_ChannelerAgnes_IntroMessage,Bid.
Seashore_Gym_ChannelerAgnes_OutroMessage,Niet goed genoeg!
Seashore_Gym_ChannelerAgnes_DefeatMessage,Goed gevecht.*Bid.
Seashore_Gym_LeaderSheryl_BeforeBattle,Sheryl: Welkom bij de Seashore~City Gym, <Player.Name>.*<Player.Name>: Wacht, weet je~mijn naam?!*Sheryl: Ik volg je al vanaf~het begin van je reis.~Mijn naam is Sheryl en ik ben~gespecialiseerd in het type~Psychisch, zoals je misschien~al had geraden door mijn~hersenspel.~Ik had jaren geleden een~visioen dat ik je op een dag~zou tegenkomen.~Als psycholoog is het mijn~werk om in de menselijke~psyche te duiken.~Laat me nu in de jouwe duiken~en moge mijn visioen uitkomen!
Seashore_Gym_LeaderSheryl_OutroMessage,Sheryl: Ik ben geschokt!~Juist, ik kan zien dat je dit~verdiend hebt.*Neem de Psi Badge!
Seashore_Gym_LeaderSheryl_AfterBattle1,Sheryl: De Psi Badge zorgt~ervoor dat Pokémon tot Nv. 70~je gehoorzamen!*Ik voorspelde al dat je hier~een TM bij wilde hebben.*Nou, ik heb de perfecte voor jou!
Seashore_Gym_LeaderSheryl_AfterBattle2,TM29 bevat Psychisch.*Het is de sterkste Psychische~aanval die er is!
Seashore_Gym_LeaderSheryl_TalkAgain,Sheryl: Iedereen heeft~psychische kracht!*Mensen beseffen zich dat~gewoon niet!
Seashore_Gym_LeaderSheryl_Rematch_BeforeBattle_Question,Sheryl: Welkom terug,~<Player.Name>.*Ik vermoedde al dat je terug~zou komen om met je macht~te pronken.*Heb je er goed over nagedacht~waar je het de komende jaren~voor zult gebruiken?*<Player.Name>: ...*Sheryl: Dat zou je wel moeten~doen.*Jouw toekomst is heel~belangrijk... Nu, zullen we?
Seashore_Gym_LeaderSheryl_Rematch_BeforeBattle_Answer_No,Sheryl: Nog niet klaar ervoor?~Wat amusant. Maar ik weet dat~je snel terug zult zijn.
Seashore_Gym_LeaderSheryl_Rematch_BeforeBattle_Answer_Yes,Sheryl: Dat dacht ik al.*Laten we eens kijken of ik wat~meer over de bron van je~kracht te weten kan komen!
Seashore_Gym_LeaderSheryl_Rematch_OutroMessage,Sheryl: Jullie jonge~trainers... Ik vraag me af~hoe ver jullie voorbij mijn~visioenen zullen reizen.
Seashore_Gym_LeaderSheryl_Rematch_AfterBattle,Sheryl: Wat betekent kracht~eigenlijk voor jou?*<Player.Name>: Ik weet niet echt~de details, ik weet alleen dat~hoe sterker de trainers en~de Pokémon, hoe leuker~het gevecht!*Dus sterk zijn is gewoon veel~winnen, toch?*Sheryl: Dat is maar een deel~van het plaatje.*Hebben gevechten tussen zwakke~trainers minder betekenis?*<Player.Name>: Ik bedoel, ze zijn wel veel~saaier...*Sheryl: Ha, misschien heb je~gelijk.*Ik wilde ook nooit een zwakke~trainer zijn.*Gewoon een open geest houden,~kampioen.

[Route 53]
Route53_Sign,Route 53~Kiezelkloof*Zeekuststad - Kiezeldorp
Route53_PotionGuy_FreeSamples,De Kiezeldorp Winkel geeft~vandaag gratis proefmonsters~weg, dus ga je gang en neem~een gratis Drankje!
Route53_PotionGuy_OutOfSamples,Sorry, maar ik heb geen gratis~proefmonsters meer.
Route53_OtherGuy_StraightForward,Deze weg is vrij eenvoudig.*Op deze weg kun je nooit~verdwalen!

[Gravel Town]
Gravel_Main_Tim_Late,Tim: Daar ben je!~Je bent laat!
Gravel_Main_Tim_NeedPokemon,Tim: Ik heb op je gewacht!*Je hebt je eigen Pokémon nodig,~dus kom meteen naar mijn lab!
Gravel_Main_FreshAirGuy,Ik vind het heerlijk om hier~te wonen!*De lucht is zo fris en schoon.
Gravel_Main_GameModeGuy,Wist je dit?*Deze GameMode is gebaseerd~op de romhack "Pokémon Brown"~van Koolboyman, die voor het~eerst werd uitgebracht op~17 januari 2004!*Jaren later, in 2014, deden~Leahkim en Miragics de eerste~poging tot een 3D-remake met~Pokémon 3D!*Toen, in 2024, gaf JappaWakka~het een enorme opknapbeurt,~waarbij hij veel content van~begins af aan creëerde!
Gravel_Main_Sign_Town,Kiezeldorp*Een Rustig Bergdorp.
Gravel_Main_Sign_Lab,Tim's Lab
Gravel_Main_Sign_Cave,Merson-Grot

Gravel_TimsLab_Note_OpenMenu,Druk op [<system.button(OpenMenu)>] om het~Menu te openen!
Gravel_TimsLab_Pokedex,Het lijkt op een encyclopedie,~maar de pagina's zijn blanco!
Gravel_TimsLab_PokeballAfterChoose,Die is van Tim.
Gravel_TimsLab_PC_StephanieMail,Er staat hier een e-mail~bericht!*...*Mr. Tim, vergeet onze date van~vanavond niet!*Liefs, Stephanie
Gravel_TimsLab_RegularAide,Ik bestudeer Pokémon als Prof. Tim's~assistent.
Gravel_TimsLab_RewardAide_BeforePizza,Ik heb honger... Waar is de pizza?
Gravel_TimsLab_RewardAide_AfterPizza,Ik ben Prof. Tim's assistent.*Je werkt aan de Pokédex, toch?*Ik geef je wat beloningen als~je het goed doet, dus~werk hard en vang veel~verschillende Pokémon!
Gravel_TimsLab_FemaleAide,Prof. Tim is de authoriteit op~het gebied van Pokémon.*Veel Pokémon trainers hebben~grote waardering voor hem!
Gravel_TimsLab_ChoosePokemon,Mura: Eindelijk ben je er!~Laten we opschieten!*Tim: Mura, wees geduldig.*...*Zijn jullie allebei klaar voor~jullie eerste Pokémon?*Mura: Ik kan niet wachten!~Schiet op!*Tim: Ik heb hier drie pas~uitgekomen Pokémon.*Mijn opa wilde dat ik de~traditie van meester zou~voortzetten.*Ik geef zijn nalatenschap door~aan jullie!*Mura: Ik voel me vereerd,~meneer!*Tim: Goed om te weten.*<Player.Name>, jij mag eerst~kiezen.
Gravel_TimsLab_Choose_Charmander,Tim: Zo! Dus jij wilt de Vuur-~Pokémon, Charmander?
Gravel_TimsLab_Choose_Squirtle,Tim: Zo! Dus jij wilt de~Water-Pokémon, Squirtle?
Gravel_TimsLab_Choose_Bulbasaur,Tim: Zo! Dus jij wilt de Gras-~Pokémon, Bulbasaur?
Gravel_TimsLab_Choose_Confirm,Tim: Goede keuze!
Gravel_TimsLab_StarterPokemon_CatchMethod,Als cadeau van Prof. Tim
Gravel_TimsLab_StarterPokemon_CatchLocation,in Kiezeldorp
Gravel_TimsLab_Tim_LeaveBeforeChoose,Tim: Hé! Ga nog niet weg!
Gravel_TimsLab_Tim_ChoosePokemon,Tim: Wat ben je aan het doen?*Kies een Pokémon!
Gravel_TimsLab_Tim_GoodLuck,Tim: Veel geluk!
Gravel_TimsLab_Tim_TakeGoodCare,<Player.Name>!*Ik verwacht dat je er goed~voor zal zorgen!
Gravel_TimsLab_Tim_CatchPokemon1,Tim: Pokémon wachten erop~om gevangen te worden,~<Player.Name>!*Maar je kunt geen~gedetailleerde gegevens~over Pokémon krijgen door~ze alleen maar te zien.~Je moet ze vangen!*Gebruik deze om wilde Pokémon~te vangen.
Gravel_TimsLab_Tim_CatchPokemon2,Tim: Als er een wilde~Pokémon opduikt, kun je~een poging wagen.*Gooi er gewoon een PokéBal~naar en probeer hem te vangen!*Dit werkt echter niet altijd,~een gezonde Pokémon kan~ontsnappen.*Je moet geluk hebben!
Gravel_TimsLab_Tim_ComeSeeMeSometimes,Tim: Kom me soms eens~opzoeken.*Ik wil weten hoe het met je~Pokédex gaat.
Gravel_TimsLab_Tim_DexEvaluation,Tim: Goed je te zien!~Hoe gaat het met je Pokédex?~Hier, laat me eens kijken!
Gravel_TimsLab_Tim_DexComplete1,Ik kan het niet geloven!*<Player.Name>, je Pokédex is~helemaal compleet!*Gefeliciteerd!*Alsjeblieft, deze beloning is~voor jou!
Gravel_TimsLab_Tim_DexComplete2,Met de Schitterende Bedel~is de kans dat je een~Schitterende Pokémon in het~wild tegenkomt veel groter!*Geluk met de jacht op~Schitterende Pokémon!
Gravel_TimsLab_Tim_GlitchedPokedex1,Tim: Goed je te zien!~Hoe gaat het met je Pokédex?*Oh? Dat is vreemd...*Deze Pokédex invoer is~helemaal corrupt.~Eens kijken of ik daar iets~aan kan doen!*...*Ah, alsjeblieft!
Gravel_TimsLab_Tim_GlitchedPokedex2,Tim: Dus dit is Phancero...*Een zeer speciale en krachtige~Pokémon!*En je hebt er zelf een~bemachtigd?*Verbazingwekkend!*Ik weet zeker dat je er goed~voor zult zorgen, <Player.Name>!
Gravel_TimsLab_Pokedex1,Tim: Oh, <Player.Name>!~Wat doe jij zo vroeg terug?*Huh, heb je iets voor me?
Gravel_TimsLab_Pokedex2,<Player.Name> overhandigde Tim~zijn pizza.*Tim: Oh goed! Ik had honger,~maar was te druk om het op~te halen!
Gravel_TimsLab_Pokedex3,Mura: Ik kom eraan!
Gravel_TimsLab_Pokedex4,Mura: Waar heb je me voor~nodig?*Tim: Oh juist! Ik heb een~verzoek voor jullie twee.*Op het bureau ligt een~uitvinding, de Pokédex!~Het registreert automatisch~gegevens over Pokémon die je~hebt gezien of gevangen.*Het is een hi-tech~encyclopedie!*<Player.Name> en Mura! Neem deze~mee!
Gravel_TimsLab_Pokedex5,<Player.Name> ontving een~Pokédex van Tim!
Gravel_TimsLab_Pokedex6,Tim: Ik zal jullie ook~aanmelden voor Bill's~Opslagsysteem.*Een complete gids maken over~alle Pokémon in de wereld...*Dat was opa's droom...*Maar hij overleed voordat hij~die kon afmaken.*Ik heb jullie twee nodig om~dit voor hem te doen.
Gravel_TimsLab_Pokedex7,Mura: Oké! Dat zal ik allemaal~voor je doen.*<Player.Name>! Ik zal deze~Pokédex compleet maken en~jij niet!*...Weet je wat?~Ik koop heel veel PokéBallen~met al mijn geld!*Zo vang ik ze allemaal.*<Player.Name>! Tot later!
Gravel_TimsLab_Mura_ChoosePokemon,Mura: Dan neem ik deze!
Gravel_TimsLab_Mura_Receive_Charmander,Mura ontving een Charmander!
Gravel_TimsLab_Mura_Receive_Squirtle,Mura ontving een Squirtle!
Gravel_TimsLab_Mura_Receive_Bulbasaur,Mura ontving een Bulbasaur!
Gravel_TimsLab_Mura_HurryUp,Mura: Schiet eens op, ik wil~ook aan de beurt zijn!
Gravel_TimsLab_Mura_BetterChoice,Mura: Ik heb de beste keuze~gemaakt!
Gravel_TimsLab_Mura_FirstBattle1,Wacht, <Player.Name>!
Gravel_TimsLab_Mura_FirstBattle2,Laten we onze Pokémon~uitproberen!*Ik zal je waarschijnlijk~verslaan!
Gravel_TimsLab_Mura_FirstBattle3,Mura: ...Oké. Ik begrijp waarom~trainen moeilijk kan zijn.*<Player.Name>, ik zie je later!
Gravel_TimsLab_Mura_OutroMessage,...Verdorie, ik moet deze~Pokémon trainen!

Gravel_PokeMart_Youngster,Ja!~Ze hebben Drankjes te koop!
Gravel_PokeMart_BugCatcher,Deze winkel verkoopt een hoop~Pokéballen.
Gravel_PokeMart_Clerk_YoKiddo,Yo, kleintje!
Gravel_PokeMart_Clerk_TimsPizza,Prof. Tim vergat zijn Pizza~op te halen!*Wil je hem bezorgen voor me?
Gravel_PokeMain_Clerk_NoDelivery,We doen niet aan bezorgen,~weet je...
Gravel_PokeMart_ReceivePizza,<Player.Name> ontving Tim's Pizza!
Gravel_PokeMart_PizzaInPocket,<Player.Name> stopte hem in het~№ Belangrijke Voorwerpen-vakje.

[Merson Cave]
MersonCave_Outside_NoPokedexNoAccessGuy,Ga je naar binnen zonder~Pokédex?*Ben je gek?
MersonCave_1F_Sign,Merson-Grot*Route 54 verderop.
MersonCave_1F_YoungsterTom_IntroMessage,Een Pokémon-trainer aan het~worden?
MersonCave_1F_YoungsterTom_OutroMessage,Oh jee...
MersonCave_1F_YoungsterTom_DefeatMessage,De mensen verderop zijn veel~moeilijker!
MersonCave_1F_LassClara_IntroMessage,Wil je vechten?~Oké dan... Kom maar op!
MersonCave_1F_LassClara_OutroMessage,Oh! Ik verloor...!
MersonCave_1F_LassClara_DefeatMessage,Ik zie je nog wel eens...
MersonCave_1F_BugCatcherRick_IntroMessage,Ik ben verdwaald.*Weet jij hoe ik weer naar~buiten kom?
MersonCave_1F_BugCatcherRick_OutroMessage,Verloren.
MersonCave_1F_BugCatcherRick_DefeatMessage,Nou, fijn...~Je wilt me zeker niet helpen.
MersonCave_1F_HikerRalph_IntroMessage,Ik hou van mensen ontmoeten~hier!*Heheh...
MersonCave_1F_HikerRalph_OutroMessage,Maar ik haat verliezen!
MersonCave_1F_HikerRalph_DefeatMessage,Je hoort hier niet, kleintje.
MersonCave_1F_SuperNerdLouis_IntroMessage,Hé daar, hoe gaat ie?
MersonCave_1F_SuperNerdLouis_OutroMessage,Mijn Pokémon verloren...
MersonCave_1F_SuperNerdLouis_DefeatMessage,Ik zal wat sterkere Pokémon~moeten vinden.
MersonCave_1F_LassVanessa_IntroMessage,Oh nee, ik ben helemaal alleen~met jou.~Wat moeten we nou doen?
MersonCave_1F_LassVanessa_OutroMessage,Ik verloor?
MersonCave_1F_LassVanessa_DefeatMessage,Je snapt het niet helemaal,~of wel soms?
MersonCave_1F_BugCatcherBill_IntroMessage,Hé, wil je spelen?
MersonCave_1F_BugCatcherBill_OutroMessage,Je hebt me te pakken!
MersonCave_1F_BugCatcherBill_DefeatMessage,Blèh! Je speelt niet eerlijk!

[Route 54]
Route54_Sign,Route 54~Mertenbergpas*Mertengrot - Mertenstad
Route54_SuperNerdCraig_IntroMessage,Hé, je brak mijn concentratie!
Route54_SuperNerdCraig_OutroMessage,Zo luidruchtig...
Route54_SuperNerdCraig_DefeatMessage,Dit huis ziet er leuk~uit, misschien koop ik het~later wel.
Route54_GamblerNicolai_IntroMessage,Auw, een Pokémon beet me net~in mijn voet!
Route54_GamblerNicolai_OutroMessage,Verliezen doet meer pijn...!
Route54_GamblerNicolai_DefeatMessage,Ik moet betere Pokémon vangen~om mee te vechten!~Ik mag niet stoppen!
Route54_LassAmanda_IntroMessage,Mijn Pokémon zijn super~schattig!*Kijk dan!
Route54_LassAmanda_OutroMessage,Stop!*Wees eens niet zo gemeen tegen~mijn pluisjes!
Route54_LassAmanda_DefeatMessage,Mijn Pokémon zullen altijd~schattiger zijn!

[Merson City]
Merson_Main_WeakBoy,Ik probeerde het op te nemen tegen de Pokémon Gym Leider, maar ik was veel te zwak om hem te verslaan.
Merson_Main_FreeHealGuy,Je kunt je Pokémon gratis~genezen in elk Pokémon-~Centrum.*Is dat niet fijn?*Ik vind het geweldig!
Merson_Main_QuestionKid_AskQuestion,Ben jij een goede trainer...?
Merson_Main_QuestionKid_AnswerYes,Echt waar? Da's zo cool!*Ik niet...
Merson_Main_QuestionKid_AnswerNo,Hahaha, niet dus.*Kun je me dan je Pokémon~geven?*Alsjeblieft?
Merson_Main_Sign_Gym,Mertenstad~Pokémon Gym~Leider: Karpman*Als een Vis in het Water!
Merson_Main_Sign_City,Mertenstad*Het nobele kleine stadje.
Merson_Main_Sign_Challenge,Vind je jezelf sterk?*Ga Karpman uitdagen!
Merson_Main_Sign_SouthRijonGate,Zuid-Rijon Poort~Route 88*In aanbouw~Binnenkort geopend!*Luster City~Bouwbedrijf
Merson_Main_Sign_PokemonFanClub,Pokémon-Fanclub~Alle Pokémon-fans zijn welkom!

Merson_PokeMart_PotionsGuy,Je kunt nooit genoeg Drankjes~hebben!*Koop er veel om je Pokémon~levend en wel te houden!
Merson_PokeMart_FoodGuy,Weet jij waar ik daadwerkelijk~eten voor mezelf kan kopen?

Merson_PokeCenter_BenchGuy,Ik vraag me af.*Is Pokémon-training mogelijk~als ondernemer?
Merson_PokeCenter_Gentleman,De service is hier snel en~vlot!
Merson_PokeCenter_PigtailGirl,Pokémon vinden het hier~geweldig!

Merson_FanClub_Note_Left,Laten we allemaal beleefd~luisteren naar andere trainers!
Merson_FanClub_Note_Right,Als iemand opschept, schep~dan harder op!
Merson_FanClub_Seel_Cry,Seel: Seel?
Merson_FanClub_Clefable_Cry,Clefable: Fable!
Merson_FanClub_Girl_1,Mijn Seel maakt grappige~geluidjes!
Merson_FanClub_Girl_2,De Clefable van die man is~erg schattig!
Merson_FanClub_Guy_1,Ik hou meer van mijn Clefable~dan van wat dan ook!
Merson_FanClub_Guy_2,Mijn Clefable kan soms~irritant zijn.
Merson_FanClub_Lady,Ik heb een betere baan nodig.
Merson_FanClub_Chairman_Question,Ik ben voorzitter van de~Pokémon-Fanclub!*Ik heb meer dan 100 Pokémon~verzameld!*Ik ben erg kieskeurig als het~op Pokémon aankomt!*Dus...*Heb je een coole Pokémon~meegebracht?
Merson_FanClub_Chairman_AnswerYes,Goed zo! Er is een speciale~actie die ik aanbied.*Breng een Pokémon mee en je~krijgt een gratis waardebon~voor een Fiets!*En het lijkt erop dat je er~een hebt, dus alsjeblieft!
Merson_FanClub_Chairman_AnswerNo,Weet je het zeker?~Want er is een speciale actie~die ik aanbied.*Breng een Pokémon mee en je~krijgt een gratis waardebon~voor een Fiets!*En het lijkt erop dat je er~een hebt, dus alsjeblieft!
Merson_FanClub_Chairman_AfterVoucher,Hallo, <Player.Name>!*Ik wens je veel plezier met~die fiets!
Merson_FanClub_ReceiveVoucher,<Player.Name> ontving een~Fiets-waardebon!*Ruil die in voor een Fiets!

Merson_CuboneHouse_Cubone_Cry,Cubone: Kyarugoo!
Merson_CuboneHouse_Girl,Zeg eens hoi tegen mijn lieve Cubone!

